ReturnID,OrderID,ReturnDate,ReturnReason,RefundAmount
901002,510774,2025-07-01,Damaged,1117.2
901003,510779,2025-09-27,Wrong Product,1902.5
901004,510783,2026-06-29,Not as Described,894.77
901005,510787,2025-12-10,Poor Quality,1412.3
901006,510788,2026-06-03,Poor Quality,809.15
901007,510796,2025-08-10,Damaged,1921.11
901008,510799,2025-02-13,Poor Quality,1601.21
901009,510829,2026-05-29,Poor Quality,11231.12
901010,510832,2025-08-01,Poor Quality,4357.18
901011,510842,2026-02-03,Not as Described,384.76
901012,510845,2025-04-26,Poor Quality,12147.63
901013,510847,2026-01-30,Changed Mind,792.08
901014,510861,2025-07-13,Not as Described,77.63
901015,510864,2026-07-01,Wrong Product,1754.56
901016,510872,2025-04-24,Damaged,4211.55
901017,510884,2025-12-11,Poor Quality,2625.51
901018,510900,2025-08-02,Wrong Product,747.7
901019,510903,2025-06-20,Wrong Product,1012.09
901020,510910,2026-04-22,Wrong Product,2327.86
901021,510911,2025-12-22,Late Delivery,1577.79
901022,510945,2026-02-28,Damaged,6838.14
901023,510950,2025-05-29,Poor Quality,1981.02
901024,510966,2025-04-22,Poor Quality,715.23
901025,510972,2025-08-16,Not as Described,738.16
901026,510978,2025-11-23,Poor Quality,646.76
901027,510992,2026-07-08,Damaged,288.19
901028,511000,2025-08-12,Changed Mind,983.24
901029,511002,2025-02-08,Wrong Product,2200.32
901030,511016,2025-11-13,Late Delivery,322.4
901031,511019,2025-09-20,Not as Described,2400.93
901032,511027,2025-05-07,Wrong Product,399.89
901033,511036,2025-12-03,Wrong Product,1052.04
901034,511043,2025-10-29,Not as Described,888.44
901035,511058,2025-03-21,Wrong Product,392.61
901036,511071,2026-07-03,Changed Mind,1663.71
901037,511089,2026-02-17,Late Delivery,1518.23
901038,511108,2025-06-22,Changed Mind,852.24
901039,511115,2026-03-16,Late Delivery,1283.59
901040,511122,2025-08-10,Not as Described,1568.42
901041,511170,2025-02-04,Not as Described,498.96
901042,511183,2025-08-23,Not as Described,1477.5
901043,511191,2025-10-30,Unknown,713.73
901044,511202,2025-08-19,Damaged,2360.91
901045,511204,2025-12-01,Wrong Product,406.36
901046,511206,2026-05-09,Late Delivery,1283.74
901047,511207,2025-12-22,Wrong Product,277.48
901048,511209,2025-04-22,Damaged,1775.92
901049,511235,2025-10-02,Late Delivery,485.82
901050,511238,2026-02-04,Damaged,2037.83
901051,511240,2026-06-24,Poor Quality,949.28
901052,511241,2025-07-20,Unknown,1095.32
901053,511244,2026-05-05,Not as Described,1069.91
901054,511256,2026-06-05,Late Delivery,485.71
901055,511262,2026-05-07,Not as Described,288.47
901056,511265,2025-05-28,Poor Quality,561.69
901057,511269,2025-07-16,Not as Described,1681.74
901058,511272,2025-11-30,Damaged,1027.14
901059,511277,2026-06-26,Damaged,628.05
901060,511281,2026-06-19,Changed Mind,2441.02
901061,511287,2025-12-20,Late Delivery,4464.9
901062,511289,2025-11-27,Poor Quality,112.87
901063,511291,2025-11-12,Poor Quality,1396.92
901064,511297,2025-04-13,Damaged,658.88
901065,511306,2026-06-12,Late Delivery,587.79
901066,511317,2026-06-12,Wrong Product,263.73
901067,511320,2025-04-24,Wrong Product,1056.53
901068,511323,2026-01-12,Damaged,3595.39
901069,511332,2026-01-02,Late Delivery,705.94
901070,511377,2025-09-27,Changed Mind,1802.13
901071,511378,2025-12-04,Poor Quality,439.39
901072,511390,2025-12-22,Not as Described,3201.28
901073,511393,2025-07-15,Poor Quality,794.02
901074,511404,2025-06-17,Damaged,3718.96
901075,511416,2025-11-27,Damaged,700.99
901076,511420,2025-01-27,Poor Quality,2511.9
901077,511423,2025-11-21,Poor Quality,1621.85
901078,511424,2025-12-24,Not as Described,3528.12
901079,511427,2026-06-03,Damaged,331.44
901080,511444,2026-04-14,Late Delivery,1255.86
901081,511456,2025-06-21,Unknown,3111.87
901082,511457,2025-08-25,Damaged,292.37
901083,511475,2025-07-10,Unknown,3461.51
901084,511478,2025-02-26,Wrong Product,518.1
901085,511490,2025-08-18,Not as Described,1346.84
901086,511495,2026-03-26,Changed Mind,1002.75
901087,511499,2026-05-14,Wrong Product,781.42
901088,511514,2026-01-15,Late Delivery,166.99
901089,511528,2025-03-07,Damaged,241.01
901090,511543,2026-04-29,Changed Mind,1840.92
901091,511552,2026-01-21,Not as Described,344.2
901092,511558,2025-11-10,Poor Quality,395.57
901093,511559,2025-05-16,Late Delivery,12725.78
901094,511563,2025-06-04,Late Delivery,1133.1
901095,511565,2025-04-01,Not as Described,90.86
901096,511571,2025-09-17,Not as Described,4492.78
901097,511576,2025-07-22,Not as Described,525.66
901098,511582,2026-03-24,Damaged,827.95
901099,511586,2025-06-24,Poor Quality,106.76
901100,511618,2026-07-03,Changed Mind,1274.71
901101,511629,2026-05-14,Not as Described,1980.17
901102,511633,2025-03-31,Wrong Product,1841.21
901103,511658,2025-11-01,Poor Quality,662.3
901104,511661,2025-08-03,Wrong Product,1637.99
901105,511667,2025-09-16,Damaged,1137.37
901106,511702,2026-01-12,Changed Mind,291.11
901107,511717,2025-09-04,Poor Quality,1043.94
901108,511727,2025-04-02,Changed Mind,1115.53
901109,511730,2025-05-18,Wrong Product,599.52
901110,511731,2026-07-05,Poor Quality,1683.53
901111,511744,2025-12-17,Changed Mind,4113.82
901112,511747,2025-09-30,Changed Mind,1423.44
901113,511755,2025-07-03,Late Delivery,668.36
901114,511758,2025-03-05,Poor Quality,1999.8
901115,511760,2025-01-30,Damaged,2236.91
901116,511775,2025-10-08,Changed Mind,12071.81
901117,511790,2025-09-09,Damaged,1020.26
901118,511822,2025-04-07,Damaged,835.31
901119,511836,2026-04-16,Poor Quality,2091.94
901120,511840,2026-03-26,Damaged,679.78
901121,511846,2026-03-10,Changed Mind,2516.94
901122,511851,2026-04-01,Poor Quality,1469.79
901123,511871,2025-04-28,Not as Described,2909.81
901124,511901,2025-09-15,Late Delivery,725.9
901125,511903,2026-01-03,Wrong Product,1992.03
901126,511924,2026-02-10,Poor Quality,6539.99
901127,511926,2026-05-10,Not as Described,253.5
901128,511934,2025-12-09,Poor Quality,2777.16
901129,511944,2025-08-30,Changed Mind,3493.93
901130,511953,2025-03-06,Not as Described,294.9
901131,511983,2025-12-22,Wrong Product,1514.62
901132,512012,2026-01-29,Not as Described,1446.95
901133,512033,2025-05-02,Damaged,717.09
901134,512037,2025-05-13,Unknown,618.31
901135,512053,2025-08-01,Changed Mind,1943.41
901136,512075,2025-09-10,Poor Quality,1227.6
901137,512077,2026-06-25,Damaged,494.67
901138,512100,2025-06-14,Not as Described,216.48
901139,512114,2025-04-22,Poor Quality,1745.06
901140,512119,2025-12-06,Late Delivery,121.92
901141,512136,2026-03-17,Poor Quality,5413.42
901142,512149,2026-06-20,Unknown,917.23
901143,512187,2025-02-22,Late Delivery,2609.55
901144,512190,2025-02-07,Poor Quality,1740.7
901145,512198,2026-01-22,Wrong Product,10363.38
901146,512203,2025-07-02,Changed Mind,3151.1
901147,512217,2025-02-20,Late Delivery,1688.12
901148,512256,2025-08-17,Wrong Product,3761.56
901149,512282,2025-05-07,Not as Described,2450.82
901150,512292,2025-08-25,Poor Quality,479.18
901151,512317,2025-06-13,Changed Mind,2138.67
901152,512321,2025-04-16,Poor Quality,2400.27
901153,512329,2025-09-12,Damaged,150.91
901154,512340,2026-06-01,Damaged,1465.87
901155,512343,2026-05-31,Unknown,753.05
901156,512354,2025-11-15,Late Delivery,5543.9
901157,512360,2026-03-08,Damaged,1954.98
901158,512380,2026-07-20,Poor Quality,834.37
901159,512387,2026-02-16,Changed Mind,2651.9
901160,512401,2025-12-19,Changed Mind,3196.27
901161,512422,2026-04-24,Poor Quality,804.11
901162,512432,2026-02-10,Damaged,173.29
901163,512434,2025-11-10,Damaged,422.92
901164,512442,2025-12-18,Damaged,559.56
901165,512450,2025-07-24,Changed Mind,3699.95
901166,512453,2025-11-26,Wrong Product,14259.35
901167,512460,2025-07-24,Changed Mind,822.13
901168,512463,2025-09-26,Wrong Product,1857.67
901169,512465,2026-04-25,Wrong Product,4881.95
901170,512485,2025-09-21,Damaged,386.35
901171,512487,2025-09-26,Damaged,918.94
901172,512495,2025-06-19,Damaged,1834.17
901173,512502,2026-07-07,Poor Quality,542.9
901174,512531,2025-02-10,Unknown,1469.24
901175,512576,2025-10-12,Not as Described,150.78
901176,512583,2026-05-17,Not as Described,1092.11
901177,512601,2025-01-23,Poor Quality,960.03
901178,512603,2025-05-02,Poor Quality,325.34
901179,512624,2026-02-14,Unknown,416.33
901180,512627,2026-01-05,Damaged,758.57
901181,512637,2026-02-27,Changed Mind,284.79
901182,512654,2026-03-24,Unknown,510.69
901183,512658,2025-04-12,Damaged,576.61
901184,512663,2025-10-04,Not as Described,1307.85
901185,512684,2025-07-28,Wrong Product,143.8
901186,512685,2025-07-26,Poor Quality,1899.81
901187,512715,2025-05-16,Damaged,3076.47
901188,512724,2025-11-10,Poor Quality,383.53
901189,512733,2025-06-13,Not as Described,1639.76
901190,512743,2025-02-07,Not as Described,2145.96
901191,512777,2026-07-15,Damaged,342.07
901192,512789,2025-09-10,Late Delivery,812.6
901193,512798,2026-04-20,Damaged,1605.2
901194,512825,2025-02-26,Damaged,730.79
901195,512837,2026-03-03,Not as Described,3115.5
901196,512838,2025-09-28,Wrong Product,713.2
901197,512839,2025-02-25,Poor Quality,1874.52
901198,512849,2025-12-27,Changed Mind,1430.95
901199,512851,2025-06-17,Damaged,670.09
901200,512861,2025-08-23,Not as Described,1887.76
901201,512879,2026-01-06,Damaged,254.16
901202,512882,2025-12-10,Wrong Product,2487.13
901203,512884,2025-12-11,Poor Quality,1850.4
901204,512885,2025-06-05,Late Delivery,232.74
901205,512890,2025-10-10,Wrong Product,480.82
901206,512899,2025-09-09,Not as Described,1334.42
901207,512906,2026-07-21,Wrong Product,3960.06
901208,512908,2025-11-21,Late Delivery,2348.68
901209,512911,2026-06-27,Changed Mind,1814.82
901210,512913,2026-02-28,Wrong Product,5131.93
901211,512916,2026-04-16,Changed Mind,1183.86
901212,512930,2026-06-19,Late Delivery,1308.69
901213,512941,2025-10-30,Poor Quality,958.43
901214,512944,2026-03-16,Poor Quality,6770.04
901215,512953,2025-12-29,Changed Mind,392.72
901216,512967,2026-05-09,Late Delivery,757.39
901217,512975,2025-02-28,Damaged,4740.15
901218,512987,2026-04-24,Not as Described,3727.15
901219,512991,2026-05-20,Wrong Product,1688.37
901220,513000,2026-02-25,Late Delivery,420.31
901221,513007,2025-10-02,Changed Mind,1139.18
901222,513010,2025-03-24,Late Delivery,1126.13
901223,513032,2026-02-26,Wrong Product,2950.93
901224,513043,2025-09-16,Wrong Product,1716.94
901225,513073,2025-02-15,Changed Mind,363.23
901226,513075,2025-11-17,Changed Mind,1520.11
901227,513080,2026-07-24,Wrong Product,197.18
901228,513113,2025-05-23,Not as Described,209.2
901229,513122,2025-03-25,Changed Mind,2957.45
901230,513123,2025-07-01,Poor Quality,9971.35
901231,513132,2026-06-19,Damaged,4119.39
901232,513135,2025-07-08,Poor Quality,376.24
901233,513156,2025-09-18,Late Delivery,1044.25
901234,513184,2026-03-02,Poor Quality,1877.64
901235,513190,2026-05-24,Damaged,531.32
901236,513196,2025-10-10,Poor Quality,1202.19
901237,513210,2025-10-05,Not as Described,2250.66
901238,513216,2025-11-08,Poor Quality,231.04
901239,513223,2025-05-22,Poor Quality,3654.36
901240,513241,2025-09-27,Damaged,2709.79
901241,513253,2026-02-10,Wrong Product,287.77
901242,513258,2026-07-05,Poor Quality,248.71
901243,513261,2026-04-07,Poor Quality,427.29
901244,513267,2025-01-15,Late Delivery,2346.8
901245,513288,2025-06-08,Poor Quality,1052.88
901246,513311,2025-04-20,Poor Quality,887.42
901247,513329,2026-03-23,Poor Quality,2400.33
901248,513336,2026-04-05,Late Delivery,1976.47
901249,513337,2025-10-05,Changed Mind,4129.79
901250,513338,2025-09-10,Not as Described,625.36
901251,513342,2025-09-04,Changed Mind,733.77
901252,513343,2025-02-26,Late Delivery,4787.14
901253,513347,2025-09-24,Poor Quality,805.27
901254,513351,2025-05-03,Poor Quality,1258.85
901255,513359,2026-05-04,Not as Described,333.3
901256,513416,2025-04-20,Poor Quality,550.18
901257,513423,2025-12-01,Poor Quality,8779.21
901258,513440,2025-11-17,Poor Quality,1078.96
901259,513441,2025-06-17,Damaged,316.35
901260,513442,2025-06-05,Late Delivery,427.55
901261,513443,2025-09-07,Poor Quality,2580.46
901262,513453,2026-03-05,Late Delivery,486.72
901263,513462,2025-05-27,Changed Mind,1681.81
901264,513464,2025-12-26,Poor Quality,2222.11
901265,513484,2025-11-02,Late Delivery,2787.86
901266,513495,2026-02-24,Poor Quality,145.96
901267,513497,2025-02-05,Wrong Product,10754.91
901268,513504,2025-03-12,Poor Quality,359.3
901269,513511,2025-02-17,Late Delivery,2495.69
901270,513520,2025-06-03,Poor Quality,1374.55
901271,513526,2026-06-22,Damaged,2627.12
901272,513566,2025-11-25,Poor Quality,843.82
901273,513571,2026-07-20,Changed Mind,3845.55
901274,513577,2026-03-09,Poor Quality,1003.49
901275,513578,2025-05-12,Unknown,574.72
901276,513593,2025-05-19,Unknown,1899.55
901277,513595,2025-05-23,Wrong Product,1159.1
901278,513605,2026-03-23,Late Delivery,3409.61
901279,513644,2026-06-08,Poor Quality,615.92
901280,513668,2026-03-20,Late Delivery,320.13
901281,513721,2025-12-21,Wrong Product,719.12
901282,513727,2025-07-16,Changed Mind,1748.66
901283,513729,2025-05-25,Late Delivery,272.1
901284,513735,2025-07-07,Late Delivery,1694.63
901285,513744,2025-12-19,Changed Mind,179.84
901286,513752,2025-09-20,Not as Described,2588.43
901287,513768,2026-04-13,Damaged,577.5
901288,513783,2025-10-23,Not as Described,697.17
901289,513812,2026-06-18,Damaged,13120.33
901290,513827,2025-05-06,Changed Mind,1191.49
901291,513828,2025-02-23,Damaged,713.38
901292,513833,2026-01-24,Late Delivery,233.86
901293,513834,2025-02-05,Late Delivery,467.84
901294,513839,2026-01-22,Damaged,5463.72
901295,513849,2025-03-14,Wrong Product,437.83
901296,513850,2025-06-26,Not as Described,1523.97
901297,513861,2026-07-21,Wrong Product,1337.44
901298,513878,2025-04-24,Not as Described,481.61
901299,513882,2026-02-01,Changed Mind,2208.25
901300,513887,2025-12-02,Poor Quality,370.35
901301,513893,2025-02-15,Wrong Product,574.88
901302,513898,2025-12-13,Late Delivery,605.65
901303,513900,2025-03-03,Wrong Product,1136.38
901304,513903,2026-03-18,Changed Mind,2005.18
901305,513912,2025-10-06,Changed Mind,1263.66
901306,513916,2025-03-03,Not as Described,1083.95
901307,513936,2026-04-23,Not as Described,1180.96
901308,513950,2026-01-17,Damaged,448.68
901309,513965,2025-10-01,Poor Quality,1114.28
901310,513994,2025-03-03,Poor Quality,7561.34
901311,513997,2026-06-25,Not as Described,2287.68
901312,514001,2025-10-21,Poor Quality,861.18
901313,514006,2025-02-16,Poor Quality,1252.29
901314,514008,2025-05-27,Damaged,1063.09
901315,514012,2026-01-16,Damaged,386.49
901316,514013,2026-02-16,Damaged,2021.05
901317,514022,2025-05-30,Poor Quality,646.49
901318,514031,2025-06-01,Wrong Product,540.52
901319,514043,2026-06-25,Poor Quality,770.98
901320,514052,2025-07-24,Poor Quality,376.73
901321,514053,2026-01-14,Damaged,108.45
901322,514070,2026-02-02,Poor Quality,828.2
901323,514075,2025-08-23,Changed Mind,432.05
901324,514089,2025-12-29,Wrong Product,2512.26
901325,514097,2025-05-04,Not as Described,2113.13
901326,514114,2026-03-22,Late Delivery,706.71
901327,514118,2025-12-09,Changed Mind,258.39
901328,514121,2026-07-02,Not as Described,833.43
901329,514122,2026-03-11,Late Delivery,910.25
901330,514131,2025-02-22,Changed Mind,1546.03
901331,514142,2025-05-10,Poor Quality,502.15
901332,514143,2026-03-01,Damaged,1846.03
901333,514159,2025-05-18,Changed Mind,351.12
901334,514160,2026-05-29,Poor Quality,742.62
901335,514185,2026-07-16,Wrong Product,272.09
901336,514201,2026-05-17,Not as Described,1653.79
901337,514224,2025-07-08,Damaged,676.95
901338,514226,2026-05-28,Damaged,79.81
901339,514231,2026-04-12,Changed Mind,3244.29
901340,514251,2025-04-29,Not as Described,1101.29
901341,514264,2025-09-13,Changed Mind,184.05
901342,514268,2026-03-26,Late Delivery,1923.11
901343,514280,2025-10-07,Late Delivery,678.84
901344,514284,2026-07-11,Poor Quality,1622.37
901345,514294,2026-02-17,Unknown,312.37
901346,514312,2025-05-24,Wrong Product,6279.42
901347,514321,2026-04-04,Damaged,196.68
901348,514329,2025-04-08,Late Delivery,964.95
901349,514342,2025-05-09,Changed Mind,2974.45
901350,514346,2025-03-07,Late Delivery,715.03
901351,514353,2025-07-13,Poor Quality,437.12
901352,514358,2026-07-21,Changed Mind,1178.81
901353,514374,2025-06-24,Changed Mind,357.76
901354,514382,2025-12-17,Damaged,519.67
901355,514384,2025-07-31,Changed Mind,790.76
901356,514385,2025-06-16,Not as Described,2265.22
901357,514391,2026-04-29,Damaged,5174.79
901358,514400,2025-09-22,Poor Quality,1002.14
901359,514404,2025-05-01,Poor Quality,1435.12
901360,514407,2025-01-30,Changed Mind,3567.88
901361,514414,2026-06-02,Not as Described,935.22
901362,514424,2025-01-14,Damaged,1279.1
901363,514425,2025-07-05,Late Delivery,866.25
901364,514426,2025-05-12,Damaged,99.94
901365,514447,2025-02-16,Unknown,74.04
901366,514461,2026-03-06,Damaged,784.4
901367,514469,2025-07-13,Wrong Product,834.23
901368,514492,2025-01-29,Poor Quality,2585.32
901369,514504,2026-04-12,Damaged,2433.77
901370,514508,2025-06-20,Damaged,521.07
901371,514514,2026-05-19,Not as Described,2193.25
901372,514527,2025-02-24,Damaged,665.3
901373,514530,2025-04-10,Late Delivery,1045.16
901374,514544,2025-05-18,Not as Described,1105.66
901375,514548,2025-11-08,Damaged,14358.19
901376,514564,2025-04-01,Damaged,1298.54
901377,514567,2025-02-02,Poor Quality,1353.94
901378,514574,2025-09-06,Poor Quality,943.65
901379,514616,2025-11-03,Damaged,798.55
901380,514636,2025-10-11,Not as Described,1363.83
901381,514644,2025-09-07,Poor Quality,5161.17
901382,514652,2025-11-03,Damaged,1099.91
901383,514676,2026-03-20,Wrong Product,374.64
901384,514678,2025-02-21,Damaged,1643.08
901385,514679,2025-05-30,Poor Quality,1988.18
901386,514684,2025-11-03,Late Delivery,561.67
901387,514701,2025-07-09,Poor Quality,1159.25
901388,514708,2026-04-27,Poor Quality,4688.51
901389,514718,2025-10-11,Damaged,485.24
901390,514719,2026-06-02,Not as Described,5012.47
901391,514720,2026-02-10,Wrong Product,990.49
901392,514734,2025-10-19,Damaged,234.06
901393,514740,2025-09-19,Poor Quality,923.8
901394,514746,2026-06-07,Wrong Product,4804.38
901395,514761,2025-09-09,Changed Mind,1455.27
901396,514768,2026-01-29,Late Delivery,741.26
901397,514784,2025-01-20,Not as Described,1529.23
901398,514787,2026-05-28,Not as Described,244.32
901399,514789,2025-02-11,Wrong Product,1685.44
901400,514800,2026-04-07,Damaged,6072.22
901401,514834,2026-06-13,Wrong Product,2394.66
901402,514836,2025-02-20,Poor Quality,337.43
901403,514839,2025-04-09,Poor Quality,1116.94
901404,514845,2025-09-25,Damaged,1115.73
901405,514852,2025-11-24,Poor Quality,2013.88
901406,514863,2025-06-16,Changed Mind,557.06
901407,514867,2025-07-20,Damaged,1998.87
901408,514870,2025-02-28,Changed Mind,2009.89
901409,514885,2025-03-11,Changed Mind,3644.34
901410,514891,2025-08-19,Damaged,1683.48
901411,514896,2025-03-20,Not as Described,1015.46
901412,514901,2026-05-09,Late Delivery,3850.21
901413,514907,2025-04-12,Damaged,924.13
901414,514913,2025-02-26,Wrong Product,8047.28
901415,514917,2025-01-21,Damaged,746.71
901416,514918,2025-05-09,Damaged,1161.02
901417,514926,2026-06-07,Poor Quality,723.87
901418,514945,2026-02-24,Changed Mind,498.57
901419,514957,2026-01-26,Not as Described,1227.27
901420,514958,2026-05-21,Late Delivery,1160.82
901421,514959,2026-04-17,Late Delivery,979.18
901422,514970,2025-03-10,Damaged,577.28
901423,514977,2026-04-10,Not as Described,4698.21
901424,514997,2026-05-05,Changed Mind,1363.29
901425,514999,2026-05-31,Poor Quality,1221.19
901426,515012,2026-02-28,Damaged,2648.1
901427,515020,2025-02-09,Poor Quality,2064.93
901428,515043,2025-08-30,Not as Described,2015.14
901429,515044,2025-02-24,Damaged,2024.4
901430,515073,2026-04-30,Damaged,978.47
901431,515080,2025-12-03,Not as Described,911.89
901432,515086,2025-06-30,Changed Mind,3172.76
901433,515126,2025-12-16,Damaged,1421.66
901434,515132,2025-03-10,Wrong Product,253.72
901435,515140,2025-09-30,Not as Described,750.39
901436,515154,2025-06-02,Changed Mind,1097.97
901437,515159,2026-03-21,Late Delivery,1506.78
901438,515163,2025-10-14,Damaged,3150.19
901439,515168,2026-02-14,Poor Quality,996.05
901440,515169,2026-03-12,Poor Quality,2797.32
901441,515173,2026-01-10,Poor Quality,569.28
901442,515191,2025-09-26,Not as Described,6653.39
901443,515194,2026-02-25,Wrong Product,2976.38
901444,515209,2026-02-16,Late Delivery,440.57
901445,515214,2026-03-27,Late Delivery,1086.44
901446,515221,2025-09-26,Changed Mind,2630.45
901447,515224,2025-11-22,Not as Described,751.09
901448,515229,2026-05-05,Wrong Product,4733.83
901449,515233,2025-04-08,Late Delivery,294.93
901450,515249,2026-03-03,Wrong Product,262.75
901451,515280,2026-04-20,Late Delivery,5976.8
901452,515291,2025-10-05,Poor Quality,240.23
901453,515296,2025-05-06,Wrong Product,655.81
901454,515310,2025-07-08,Wrong Product,705.8
901455,515341,2025-03-03,Poor Quality,820.68
901456,515353,2026-07-02,Wrong Product,964.38
901457,515354,2025-03-26,Late Delivery,1318.79
901458,515365,2025-06-26,Damaged,1374.08
901459,515378,2026-02-17,Late Delivery,1187.96
901460,515379,2025-03-20,Damaged,1566.88
901461,515385,2026-07-18,Wrong Product,1774.09
901462,515387,2025-05-15,Poor Quality,616.05
901463,515399,2025-01-08,Not as Described,403.36
901464,515406,2025-10-23,Wrong Product,1739.19
901465,515407,2025-03-18,Unknown,589.61
901466,515410,2025-04-23,Late Delivery,2959.92
901467,515411,2026-04-12,Wrong Product,2715.6
901468,515423,2025-09-26,Poor Quality,2710.26
901469,515434,2026-04-16,Damaged,879.01
901470,515483,2025-07-31,Not as Described,694.16
901471,515493,2025-11-18,Not as Described,298.43
901472,515527,2025-01-06,Wrong Product,2625.34
901473,515532,2025-09-09,Wrong Product,409.25
901474,515576,2025-04-12,Damaged,2026.73
901475,515589,2026-01-14,Unknown,385.46
901476,515592,2025-11-10,Poor Quality,1177.57
901477,515593,2025-05-02,Not as Described,2017.94
901478,515601,2025-09-18,Wrong Product,2252.32
901479,515609,2025-10-14,Changed Mind,653.57
901480,515657,2026-06-07,Poor Quality,4135.02
901481,515665,2026-03-22,Damaged,519.59
901482,515671,2025-02-14,Not as Described,323.85
901483,515688,2026-05-01,Late Delivery,114.03
901484,515706,2025-04-11,Not as Described,1405.88
901485,515711,2025-05-22,Not as Described,107.64
901486,515739,2026-04-02,Late Delivery,550.45
901487,515745,2025-08-31,Wrong Product,4032.43
901488,515754,2026-02-04,Wrong Product,990.66
901489,515757,2025-08-11,Wrong Product,2480.32
901490,515771,2025-10-15,Poor Quality,1271.52
901491,515786,2025-06-03,Not as Described,499.03
901492,515834,2025-03-05,Wrong Product,554.5
901493,515859,2026-03-30,Changed Mind,3378.05
901494,515876,2025-03-17,Changed Mind,1912.2
901495,515882,2026-07-11,Wrong Product,4471.56
901496,515915,2025-09-22,Poor Quality,4401.05
901497,515923,2026-01-31,Not as Described,1589.75
901498,515924,2025-10-17,Damaged,2267.17
901499,515927,2025-08-06,Not as Described,994.2
901500,515931,2026-03-01,Changed Mind,1473.59
901501,516000,2026-01-11,Late Delivery,2573.0
901502,516001,2025-10-08,Damaged,965.01
901503,516023,2025-11-20,Not as Described,1946.96
901504,516034,2026-04-05,Not as Described,3085.18
901505,516043,2026-04-02,Poor Quality,3721.26
901506,516089,2026-05-07,Damaged,303.93
901507,516092,2025-08-28,Poor Quality,295.75
901508,516115,2025-12-31,Not as Described,2429.58
901509,516124,2025-09-17,Not as Described,337.17
901510,516125,2026-05-16,Damaged,2540.03
901511,516127,2025-10-08,Poor Quality,5995.14
901512,516129,2025-05-29,Poor Quality,202.74
901513,516132,2025-10-20,Poor Quality,286.17
901514,516144,2026-06-30,Damaged,401.69
901515,516149,2026-05-27,Damaged,585.84
901516,516154,2025-03-29,Not as Described,1812.64
901517,516162,2025-07-29,Poor Quality,270.83
901518,516170,2026-06-11,Poor Quality,651.59
901519,516173,2026-03-20,Poor Quality,474.48
901520,516181,2025-09-17,Poor Quality,529.97
901521,516183,2025-03-31,Wrong Product,1095.42
901522,516232,2025-09-16,Damaged,387.67
901523,516236,2026-03-26,Poor Quality,375.66
901524,516244,2026-03-09,Poor Quality,70.27
901525,516285,2025-12-14,Wrong Product,1023.8
901526,516291,2025-07-05,Wrong Product,3182.29
901527,516296,2025-04-26,Poor Quality,518.9
901528,516313,2026-06-18,Poor Quality,1186.9
901529,516320,2025-10-19,Late Delivery,1104.78
901530,516325,2026-05-11,Changed Mind,1900.05
901531,516333,2025-02-06,Damaged,1161.69
901532,516336,2025-04-14,Poor Quality,1007.46
901533,516337,2025-11-17,Not as Described,175.21
901534,516367,2026-05-05,Late Delivery,205.83
901535,516373,2025-06-04,Poor Quality,131.05
901536,516395,2025-02-11,Damaged,1068.8
901537,516403,2025-04-04,Changed Mind,519.29
901538,516405,2025-11-05,Not as Described,5407.98
901539,516407,2025-11-30,Damaged,44.72
901540,516419,2026-02-15,Poor Quality,937.64
901541,516446,2026-05-29,Damaged,1162.47
901542,516456,2026-02-22,Not as Described,1418.3
901543,516457,2025-08-17,Wrong Product,1068.52
901544,516498,2025-11-03,Not as Described,6202.41
901545,516518,2025-09-06,Late Delivery,4066.87
901546,516519,2025-07-01,Wrong Product,779.16
901547,516523,2025-05-22,Damaged,1240.26
901548,516527,2025-06-24,Not as Described,3231.9
901549,516560,2025-09-14,Wrong Product,394.02
901550,516568,2025-07-31,Late Delivery,3996.79
901551,516574,2026-01-05,Not as Described,1712.36
901552,516578,2025-08-23,Damaged,64.42
901553,516582,2025-06-30,Changed Mind,1123.61
901554,516584,2025-05-12,Not as Described,2219.85
901555,516599,2026-06-21,Not as Described,1026.58
901556,516609,2025-09-06,Not as Described,633.42
901557,516611,2025-02-25,Damaged,1285.66
901558,516644,2025-12-26,Late Delivery,271.34
901559,516646,2026-05-20,Late Delivery,3048.49
901560,516654,2025-10-09,Wrong Product,1883.76
901561,516661,2025-11-09,Damaged,2582.08
901562,516673,2026-04-22,Poor Quality,1703.13
901563,516683,2025-07-07,Changed Mind,3311.88
901564,516703,2025-03-06,Not as Described,6091.78
901565,516705,2025-07-17,Poor Quality,1529.01
901566,516735,2025-09-09,Poor Quality,1469.96
901567,516750,2026-04-07,Wrong Product,475.1
901568,516756,2026-06-29,Not as Described,1718.95
901569,516757,2025-11-04,Late Delivery,696.0
901570,516775,2025-05-22,Damaged,1340.79
901571,516780,2025-06-21,Changed Mind,1615.4
901572,516782,2026-05-07,Damaged,3515.27
901573,516788,2026-03-06,Poor Quality,1095.04
901574,516812,2025-01-20,Unknown,323.54
901575,516830,2025-07-08,Poor Quality,4462.94
901576,516831,2026-02-11,Poor Quality,222.27
901577,516842,2025-01-31,Not as Described,785.64
901578,516845,2025-08-23,Wrong Product,565.65
901579,516849,2025-06-03,Late Delivery,2111.65
901580,516851,2025-10-17,Damaged,651.88
901581,516852,2025-05-02,Poor Quality,1237.17
901582,516880,2026-01-02,Changed Mind,631.87
901583,516892,2025-01-27,Not as Described,145.25
901584,516912,2025-12-09,Unknown,379.18
