OrderID,OrderDate,CustomerID,ProductID,Quantity,Category,UnitCost,SellingPrice,UnitPrice,Discount,Revenue,Cost,Region,ShippingCost,DeliveryDays,Profit
503363,2026-02-13,14536,2253,5,Office Supplies,721.03,971.44,971.44,0.003,4842.63,3605.15,Central,219.8,2,1017.68
503364,2026-04-09,12273,2143,1,Home & Kitchen,304.58,402.42,402.42,0.118,354.93,304.58,North,38.51,5,11.84
503365,2025-05-27,12613,2201,2,Home & Kitchen,355.89,679.13,679.13,0.047,1294.42,711.78,South,82.06,5,500.58
503366,2025-08-13,14342,2283,4,Furniture,577.47,832.2,832.2,0.102,2989.26,2309.88,West,159.35,6,520.03
503367,2025-11-16,11543,2234,4,Furniture,486.43,962.76,962.76,0.069,3585.32,1945.72,East,371.19,5,1268.41
503368,2025-03-25,11238,2193,1,Office Supplies,452.35,673.55,673.55,0.014,664.12,452.35,East,497.67,5,-285.9
503369,2025-12-19,12976,2265,1,Home & Kitchen,459.47,824.91,824.91,0.026,803.46,459.47,West,211.78,3,132.21
503370,2025-07-27,11725,2084,2,Office Supplies,777.58,1059.55,1059.55,0.079,1951.69,1555.16,North,114.44,6,282.09
503371,2026-01-04,12264,2147,3,Electronics,528.52,630.54,630.54,0.249,1420.61,1585.56,South,163.12,5,-328.07
503372,2025-10-27,10283,2172,2,Home & Kitchen,374.82,679.79,679.79,0.109,1211.39,749.64,East,299.53,10,162.22
503373,2026-03-07,12621,2267,2,Furniture,786.26,982.78,982.78,0.052,1863.35,1572.52,East,283.55,8,7.28
503374,2026-05-16,13287,2217,2,Home & Kitchen,273.92,425.35,425.35,0.061,798.81,547.84,South,218.58,3,32.39
503375,2025-10-09,10172,2076,1,Sports,777.44,1002.34,1002.34,0.043,959.24,777.44,East,208.82,9,-27.02
503376,2026-05-25,13457,2135,4,Home & Kitchen,79.59,98.36,98.36,0.002,392.65,318.36,South,73.46,6,0.83
503377,2025-07-13,11883,2131,3,Home & Kitchen,392.93,773.47,773.47,0.035,2239.2,1178.79,East,287.38,4,773.03
503378,2025-10-20,12276,2254,4,Clothing,311.85,639.5,639.5,0.063,2396.85,1247.4,South,168.37,4,981.08
503379,2025-02-25,12622,2257,3,Electronics,897.54,1829.88,1829.88,0.32,3732.96,2692.62,Central,136.55,2,903.79
503380,2025-07-29,10601,2015,1,Clothing,273.65,428.16,428.16,0.069,398.62,273.65,North,192.46,3,-67.49
503381,2026-01-06,13791,2011,3,Home & Kitchen,447.67,902.31,902.31,0.045,2585.12,1343.01,Central,53.31,4,1188.8
503382,2026-01-08,12024,2259,1,Office Supplies,667.62,916.59,916.59,0.024,894.59,667.62,East,417.87,10,-190.9
503383,2025-07-28,10467,2150,3,Home & Kitchen,43.46,89.62,89.62,0.03,260.79,130.38,East,211.34,4,-80.93
503384,2025-05-26,13951,2134,2,Sports,286.44,520.3,520.3,0.013,1027.07,572.88,South,121.98,5,332.21
503385,2026-05-22,13890,2022,1,Sports,148.76,221.57,221.57,0.057,208.94,148.76,Central,108.65,3,-48.47
503386,2025-07-02,14393,2109,4,Clothing,153.45,222.8,222.8,0.073,826.14,613.8,West,41.32,7,171.02
503387,2025-03-11,12593,2284,1,Home & Kitchen,245.22,371.16,371.16,0.015,365.59,245.22,North,195.46,7,-75.09
503388,2025-08-24,11020,2238,1,Electronics,499.47,793.99,793.99,0.207,629.63,499.47,West,180.78,3,-50.62
503389,2025-07-10,11548,2224,4,Sports,655.15,1161.0,1161.0,0.036,4476.82,2620.6,East,228.83,3,1627.39
503390,2026-06-18,14757,2029,2,Office Supplies,694.69,1372.58,1372.58,0.069,2555.74,1389.38,East,273.12,6,893.24
503391,2026-03-28,14750,2139,15,Electronics,576.87,745.06,745.06,0.193,9018.95,8653.05,North,70.94,5,294.96
503392,2026-05-09,14898,2257,2,Electronics,897.54,1829.88,1829.88,0.209,2894.87,1795.08,East,208.8,8,890.99
503393,2026-03-22,14437,2263,6,Electronics,528.25,745.17,745.17,0.143,3831.66,3169.5,East,250.94,1,411.22
503394,2026-02-25,10704,2031,3,Furniture,332.79,670.0,670.0,0.051,1907.49,998.37,Central,203.67,5,705.45
503395,2026-02-14,10853,2273,1,Clothing,674.01,1260.58,1260.58,0.074,1167.3,674.01,North,87.3,4,405.99
503396,2025-05-30,10306,2018,4,Office Supplies,101.27,153.93,153.93,0.096,556.61,405.08,South,78.53,6,73.0
503397,2025-01-29,13579,2079,3,Office Supplies,520.56,740.18,740.18,0.056,2096.19,1561.68,Central,69.44,2,465.07
503398,2026-05-12,11934,2253,2,Office Supplies,721.03,971.44,971.44,0.095,1758.31,1442.06,South,75.57,6,240.68
503399,2025-02-03,11788,2117,3,Sports,48.82,75.98,75.98,0.004,227.03,146.46,North,150.95,7,-70.38
503400,2026-02-09,13788,2105,1,Furniture,200.94,387.75,387.75,0.022,379.22,200.94,East,408.13,4,-229.85
503401,2026-01-14,10874,2094,2,Home & Kitchen,826.67,1473.59,1473.59,0.099,2655.41,1653.34,East,371.61,3,630.46
503402,2025-12-02,11582,2099,2,Sports,704.92,954.32,954.32,0.066,1782.67,1409.84,North,151.7,6,221.13
503403,2025-08-14,13958,2244,2,Sports,244.43,478.17,478.17,0.083,876.96,488.86,South,116.02,3,272.08
503404,2025-04-05,14591,2145,3,Office Supplies,442.65,788.09,788.09,0.113,2097.11,1327.95,South,108.0,1,661.16
503405,2025-05-13,13333,2170,5,Home & Kitchen,108.29,191.94,191.94,0.107,857.01,541.45,North,43.29,1,272.27
503406,2025-09-15,11686,2242,1,Office Supplies,502.79,633.86,633.86,0.007,629.42,502.79,South,122.29,1,4.34
503407,2026-05-10,11606,2283,1,Furniture,577.47,832.2,832.2,0.037,801.41,577.47,Central,74.08,3,149.86
503408,2026-04-16,10896,2286,5,Electronics,378.97,441.72,441.72,0.185,1800.01,1894.85,North,145.41,6,-240.25
503409,2025-11-27,13264,2252,2,Office Supplies,352.75,549.91,549.91,0.066,1027.23,705.5,East,418.98,7,-97.25
503410,2025-07-12,13425,2069,1,Electronics,898.95,1123.69,1123.69,0.214,883.22,898.95,North,73.02,1,-88.75
503411,2025-08-26,13854,2193,1,Office Supplies,452.35,673.55,673.55,0.104,603.5,452.35,East,204.89,6,-53.74
503412,2026-03-11,12347,2004,5,Furniture,280.12,352.66,352.66,0.019,1729.8,1400.6,South,53.76,1,275.44
503413,2026-06-23,13532,2139,4,Electronics,576.87,745.06,745.06,0.217,2333.53,2307.48,West,104.55,4,-78.5
503414,2025-09-09,12475,2186,2,Home & Kitchen,860.46,1801.75,1801.75,0.075,3333.24,1720.92,West,32.93,5,1579.39
503415,2025-01-07,11862,2141,2,Electronics,140.42,247.78,247.78,0.277,358.29,280.84,North,132.97,6,-55.52
503416,2025-03-24,12764,2266,1,Home & Kitchen,688.4,864.0,864.0,0.098,779.33,688.4,West,171.9,5,-80.97
503417,2026-06-15,14853,2216,6,Office Supplies,725.1,1518.67,1518.67,0.042,8729.32,4350.6,East,405.93,4,3972.79
503418,2026-04-25,10031,2274,2,Office Supplies,319.75,576.01,576.01,0.088,1050.64,639.5,West,89.53,1,321.61
503419,2025-07-21,14008,2087,3,Home & Kitchen,468.51,969.28,969.28,0.076,2686.84,1405.53,East,236.83,8,1044.48
503420,2026-01-23,13456,2105,2,Furniture,200.94,387.75,387.75,0.08,713.46,401.88,East,416.95,8,-105.37
503421,2025-01-21,10243,2170,1,Home & Kitchen,108.29,191.94,191.94,0.017,188.68,108.29,South,67.38,4,13.01
503422,2025-11-01,14782,2107,10,Electronics,420.19,525.24,525.24,0.235,4018.09,4201.9,East,204.4,4,-388.21
503423,2025-05-17,11499,2099,3,Sports,704.92,954.32,954.32,0.105,2562.35,2114.76,North,181.74,1,265.85
503424,2025-04-02,14669,2172,1,Home & Kitchen,374.82,679.79,679.79,0.084,622.69,374.82,East,477.29,5,-229.42
503425,2025-08-12,13423,2152,3,Home & Kitchen,466.72,968.64,968.64,0.023,2839.08,1400.16,South,44.5,2,1394.42
503426,2026-06-17,14004,2286,2,Electronics,378.97,441.72,441.72,0.172,731.49,757.94,Central,187.44,4,-213.89
503427,2025-10-27,11660,2041,4,Sports,148.95,197.47,197.47,0.089,719.58,595.8,North,51.45,6,72.33
503428,2025-07-13,13229,2253,4,Office Supplies,721.03,971.44,971.44,0.053,3679.81,2884.12,South,105.68,4,690.01
503429,2025-12-27,10599,2067,15,Electronics,447.35,559.19,559.19,0.198,6727.06,6710.25,Central,99.58,3,-82.77
503430,2026-06-28,12196,2024,1,Furniture,730.44,882.06,882.06,0.029,856.48,730.44,East,441.25,7,-315.21
503431,2025-07-08,10070,2288,1,Electronics,595.92,831.26,831.26,0.178,683.3,595.92,North,59.47,7,27.91
503432,2025-01-02,11394,2132,5,Office Supplies,502.33,750.62,750.62,0.025,3659.27,2511.65,East,217.28,4,930.34
503433,2026-01-18,13660,2001,2,Furniture,534.31,978.38,978.38,0.107,1747.39,1068.62,South,118.25,6,560.52
503434,2026-02-09,11650,2021,1,Furniture,877.91,1503.13,1503.13,0.016,1479.08,877.91,West,117.64,1,483.53
503435,2025-07-13,12282,2140,3,Furniture,188.91,267.07,267.07,0.029,777.97,566.73,North,153.97,1,57.27
503436,2026-02-08,13683,2129,3,Office Supplies,597.4,816.14,816.14,0.111,2176.65,1792.2,East,439.88,1,-55.43
503437,2025-02-18,12684,2206,4,Sports,395.2,493.16,493.16,0.007,1958.83,1580.8,Central,129.24,4,248.79
503438,2026-02-11,14563,2156,5,Home & Kitchen,839.79,1613.66,1613.66,0.05,7664.88,4198.95,West,123.99,1,3341.94
503439,2025-10-31,14653,2200,3,Home & Kitchen,288.71,503.47,503.47,0.062,1416.76,866.13,Central,48.19,4,502.44
503440,2025-05-31,14990,2064,3,Office Supplies,322.76,489.89,489.89,0.044,1405.0,968.28,Central,40.56,1,396.16
503441,2025-05-26,14932,2101,2,Clothing,215.34,450.38,450.38,0.085,824.2,430.68,South,83.95,1,309.57
503442,2026-05-16,11311,2217,3,Home & Kitchen,273.92,425.35,425.35,0.024,1245.42,821.76,West,97.2,1,326.46
503443,2025-04-22,14714,2055,6,Electronics,113.76,142.2,142.2,0.195,686.83,682.56,West,49.53,3,-45.26
503444,2025-04-02,14230,2108,3,Sports,275.97,442.18,442.18,0.058,1249.6,827.91,South,206.73,1,214.96
503445,2025-05-04,14104,2229,1,Home & Kitchen,404.44,846.79,846.79,0.038,814.61,404.44,East,187.35,5,222.82
503446,2026-02-11,12076,2041,5,Sports,148.95,197.47,197.47,0.076,912.31,744.75,South,137.56,7,30.0
503447,2026-06-30,10783,2208,10,Office Supplies,477.23,817.86,817.86,0.026,7965.96,4772.3,Central,52.52,5,3141.14
503448,2026-01-08,13807,2059,2,Furniture,56.99,118.31,118.31,0.009,234.49,113.98,East,363.76,6,-243.25
503449,2026-03-03,11334,2289,1,Office Supplies,695.21,1165.38,1165.38,0.103,1045.35,695.21,South,172.65,3,177.49
503450,2025-10-16,13718,2222,4,Sports,328.76,474.79,474.79,0.031,1840.29,1315.04,Central,102.03,5,423.22
503451,2026-04-10,14637,2045,10,Sports,661.08,1063.51,1063.51,0.022,10401.13,6610.8,North,70.29,7,3720.04
503452,2026-02-20,11058,2075,2,Sports,716.11,866.23,866.23,0.115,1533.23,1432.22,Central,63.65,7,37.36
503453,2025-01-15,12055,2050,2,Office Supplies,538.06,766.21,766.21,0.087,1399.1,1076.12,East,468.56,8,-145.58
503454,2025-09-29,13402,2047,4,Electronics,593.38,741.72,741.72,0.185,2418.01,2373.52,East,202.8,3,-158.31
503455,2025-03-25,12110,2119,4,Electronics,654.47,818.09,818.09,0.262,2415.0,2617.88,North,66.72,2,-269.6
503456,2026-06-26,13158,2172,10,Home & Kitchen,374.82,679.79,679.79,0.098,6131.71,3748.2,South,118.71,4,2264.8
503457,2025-12-11,13797,2033,1,Electronics,658.57,823.21,823.21,0.267,603.41,658.57,East,313.1,7,-368.26
503458,2025-02-08,13649,2277,3,Office Supplies,193.4,263.45,263.45,0.004,787.19,580.2,North,186.5,5,20.49
503459,2025-12-01,11321,2174,3,Office Supplies,225.34,308.55,308.55,0.06,870.11,676.02,Central,107.64,6,86.45
503460,2025-09-13,14418,2225,3,Sports,456.29,646.19,646.19,0.009,1921.12,1368.87,South,30.81,3,521.44
503461,2026-01-09,13700,2201,1,Home & Kitchen,355.89,679.13,679.13,0.012,670.98,355.89,West,111.47,5,203.62
503462,2025-02-24,10733,2062,1,Office Supplies,341.42,661.46,661.46,0.082,607.22,341.42,West,168.3,4,97.5
503463,2026-03-14,13634,2222,6,Sports,328.76,474.79,474.79,0.07,2649.33,1972.56,Central,36.37,7,640.4
503464,2025-04-17,13550,2272,2,Electronics,631.29,984.32,984.32,0.216,1543.41,1262.58,East,443.73,9,-162.9
503465,2025-12-30,13663,2268,3,Home & Kitchen,376.6,677.72,677.72,0.099,1831.88,1129.8,West,183.56,1,518.52
503466,2026-05-31,14645,2054,2,Electronics,365.71,457.14,457.14,0.166,762.51,731.42,Central,93.63,7,-62.54
503467,2026-02-20,10605,2291,2,Home & Kitchen,871.01,1569.71,1569.71,0.099,2828.62,1742.02,West,60.85,2,1025.75
503468,2025-06-03,11723,2181,2,Electronics,486.43,921.2,921.2,0.304,1282.31,972.86,North,55.8,2,253.65
503469,2025-05-20,12405,2156,2,Home & Kitchen,839.79,1613.66,1613.66,0.049,3069.18,1679.58,Central,67.16,3,1322.44
503470,2025-04-27,13483,2215,4,Home & Kitchen,215.25,451.19,451.19,0.047,1719.94,861.0,South,138.6,2,720.34
503471,2025-02-07,12813,2285,2,Home & Kitchen,730.85,1183.09,1183.09,0.049,2250.24,1461.7,West,148.95,2,639.59
503472,2026-02-12,11582,2152,4,Home & Kitchen,466.72,968.64,968.64,0.013,3824.19,1866.88,East,263.71,3,1693.6
503473,2025-04-14,12279,2148,4,Electronics,488.26,833.34,833.34,0.263,2456.69,1953.04,North,30.96,4,472.69
503474,2025-10-21,12351,2155,2,Office Supplies,180.8,322.92,322.92,0.069,601.28,361.6,North,115.52,2,124.16
503475,2026-06-19,13624,2231,3,Home & Kitchen,899.59,1497.34,1497.34,0.042,4303.36,2698.77,East,220.03,5,1384.56
503476,2025-11-26,10715,2225,1,Sports,456.29,646.19,646.19,0.086,590.62,456.29,North,98.04,4,36.29
503477,2026-02-25,10925,2294,1,Electronics,397.44,785.8,785.8,0.25,589.35,397.44,South,210.76,4,-18.85
503478,2026-05-09,13163,2060,3,Furniture,403.86,469.94,469.94,0.048,1342.15,1211.58,Central,175.71,2,-45.14
503479,2026-02-05,14154,2109,2,Clothing,153.45,222.8,222.8,0.076,411.73,306.9,North,90.63,6,14.2
503480,2025-09-25,14530,2219,4,Home & Kitchen,504.85,811.17,811.17,0.1,2920.21,2019.4,East,270.2,6,630.61
503481,2025-02-09,14079,2091,1,Furniture,203.48,408.5,408.5,0.021,399.92,203.48,North,182.91,4,13.53
503482,2026-06-05,12570,2074,1,Home & Kitchen,795.01,1096.95,1096.95,0.101,986.16,795.01,West,45.69,3,145.46
503483,2025-05-21,12816,2280,2,Office Supplies,323.19,472.14,472.14,0.118,832.85,646.38,East,270.27,5,-83.8
503484,2025-01-20,14579,2180,5,Sports,57.57,80.04,80.04,0.103,358.98,287.85,South,48.0,3,23.13
503485,2025-05-28,14463,2229,1,Home & Kitchen,404.44,846.79,846.79,0.052,802.76,404.44,South,138.23,2,260.09
503486,2025-10-08,10889,2041,4,Sports,148.95,197.47,197.47,0.016,777.24,595.8,Central,219.45,2,-38.01
503487,2025-08-07,13479,2194,6,Office Supplies,836.67,1196.65,1196.65,0.1,6461.91,5020.02,East,304.89,4,1137.0
503488,2025-04-07,13590,2114,1,Home & Kitchen,785.05,1341.12,1341.12,0.055,1267.36,785.05,West,61.78,4,420.53
503489,2025-03-16,11724,2028,4,Office Supplies,235.99,459.85,459.85,0.091,1672.01,943.96,Central,157.33,3,570.72
503490,2026-02-06,11259,2232,4,Furniture,538.86,1033.3,1033.3,0.024,4034.0,2155.44,West,200.56,5,1678.0
503491,2025-01-05,10411,2106,2,Office Supplies,415.22,849.92,849.92,0.112,1509.46,830.44,East,308.29,7,370.73
503492,2026-02-24,12231,2216,3,Office Supplies,725.1,1518.67,1518.67,0.04,4373.77,2175.3,South,199.79,7,1998.68
503493,2026-06-22,13195,2294,3,Electronics,397.44,785.8,785.8,0.317,1610.1,1192.32,North,149.8,7,267.98
503494,2026-04-03,12206,2214,1,Clothing,184.38,312.51,312.51,0.081,287.2,184.38,East,361.79,1,-258.97
503495,2025-07-19,12061,2234,3,Furniture,486.43,962.76,962.76,0.074,2674.55,1459.29,North,55.79,1,1159.47
503496,2026-03-09,13899,2165,2,Furniture,840.9,1606.23,1606.23,0.089,2926.55,1681.8,Central,41.49,5,1203.26
503497,2025-12-17,12614,2215,1,Home & Kitchen,215.25,451.19,451.19,0.044,431.34,215.25,Central,80.26,2,135.83
503498,2025-01-04,11813,2079,2,Office Supplies,520.56,740.18,740.18,0.068,1379.7,1041.12,West,142.71,1,195.87
503499,2025-10-24,11803,2053,5,Electronics,93.6,117.0,117.0,0.187,475.6,468.0,South,140.52,1,-132.92
503500,2026-03-26,13907,2077,6,Furniture,728.22,938.82,938.82,0.045,5379.44,4369.32,South,33.27,4,976.85
503501,2026-05-08,10678,2007,1,Clothing,231.7,449.79,449.79,0.023,439.44,231.7,West,101.28,6,106.46
503502,2025-03-03,12911,2068,5,Home & Kitchen,832.56,1060.95,1060.95,0.044,5071.34,4162.8,West,137.76,4,770.78
503503,2025-08-14,14714,2174,6,Office Supplies,225.34,308.55,308.55,0.055,1749.48,1352.04,South,185.93,4,211.51
503504,2026-04-20,12252,2219,3,Home & Kitchen,504.85,811.17,811.17,0.083,2231.53,1514.55,South,119.04,3,597.94
503505,2025-08-20,13005,2224,1,Sports,655.15,1161.0,1161.0,0.078,1070.44,655.15,Central,115.79,1,299.5
503506,2025-08-04,10795,2002,2,Sports,642.69,1126.65,1126.65,0.043,2156.41,1285.38,Central,100.19,4,770.84
503507,2025-03-27,10729,2143,1,Home & Kitchen,304.58,402.42,402.42,0.012,397.59,304.58,East,332.65,2,-239.64
503508,2025-07-08,11694,2005,2,Home & Kitchen,509.67,768.62,768.62,0.058,1448.08,1019.34,East,390.59,4,38.15
503509,2025-05-05,14735,2259,1,Office Supplies,667.62,916.59,916.59,0.046,874.43,667.62,North,208.46,2,-1.65
503510,2026-04-17,10191,2144,3,Office Supplies,280.16,569.69,569.69,0.12,1503.98,840.48,West,47.09,4,616.41
503511,2026-06-16,14995,2049,4,Home & Kitchen,297.97,422.65,422.65,0.033,1634.81,1191.88,East,260.67,9,182.26
503512,2026-06-13,11997,2134,3,Sports,286.44,520.3,520.3,0.112,1386.08,859.32,North,150.36,2,376.4
503513,2025-12-03,12108,2291,1,Home & Kitchen,871.01,1569.71,1569.71,0.007,1558.72,871.01,South,38.07,7,649.64
503514,2025-06-11,13867,2166,5,Office Supplies,96.16,135.09,135.09,0.12,594.4,480.8,North,201.91,4,-88.31
503515,2025-07-18,11490,2086,1,Sports,564.73,1012.87,1012.87,0.076,935.89,564.73,East,368.47,5,2.69
503516,2026-04-25,12110,2064,3,Office Supplies,322.76,489.89,489.89,0.054,1390.31,968.28,South,47.42,5,374.61
503517,2026-02-19,10638,2257,3,Electronics,897.54,1829.88,1829.88,0.218,4292.9,2692.62,West,144.16,5,1456.12
503518,2025-11-27,14046,2125,4,Electronics,107.29,134.11,134.11,0.273,389.99,429.16,West,125.41,3,-164.58
503519,2026-05-04,14159,2048,1,Home & Kitchen,832.51,1693.26,1693.26,0.04,1625.53,832.51,West,197.37,2,595.65
503520,2025-11-05,12820,2279,1,Office Supplies,344.46,546.61,546.61,0.027,531.85,344.46,West,35.32,3,152.07
503521,2026-05-30,14112,2274,1,Office Supplies,319.75,576.01,576.01,0.114,510.34,319.75,South,178.06,1,12.53
503522,2025-09-20,10842,2145,3,Office Supplies,442.65,788.09,788.09,0.01,2340.63,1327.95,South,52.98,1,959.7
503523,2025-02-01,13952,2229,2,Home & Kitchen,404.44,846.79,846.79,0.115,1498.82,808.88,West,57.14,6,632.8
503524,2025-01-31,14059,2031,1,Furniture,332.79,670.0,670.0,0.082,615.06,332.79,East,234.28,2,47.99
503525,2025-08-29,13248,2255,2,Furniture,257.54,527.76,527.76,0.08,971.08,515.08,South,186.88,4,269.12
503526,2026-05-17,11217,2073,15,Furniture,395.63,527.67,527.67,0.053,7495.55,5934.45,West,111.98,4,1449.12
503527,2025-09-10,10899,2086,2,Sports,564.73,1012.87,1012.87,0.053,1918.38,1129.46,Central,126.93,6,661.99
503528,2025-10-01,12223,2018,3,Office Supplies,101.27,153.93,153.93,0.043,441.93,303.81,South,188.91,3,-50.79
503529,2025-05-25,11258,2274,1,Office Supplies,319.75,576.01,576.01,0.019,565.07,319.75,North,119.71,2,125.61
503530,2026-05-16,11515,2083,5,Furniture,311.56,396.24,396.24,0.065,1852.42,1557.8,West,52.47,7,242.15
503531,2025-12-03,10417,2102,4,Electronics,60.63,75.79,75.79,0.329,203.42,242.52,East,340.28,4,-379.38
503532,2025-05-08,14547,2191,3,Clothing,317.49,423.55,423.55,0.006,1263.03,952.47,West,83.72,1,226.84
503533,2025-11-28,12884,2287,2,Sports,434.36,533.5,533.5,0.082,979.51,868.72,Central,97.66,1,13.13
503534,2025-12-29,13827,2285,1,Home & Kitchen,730.85,1183.09,1183.09,0.0,1183.09,730.85,Central,62.05,1,390.19
503535,2025-11-06,14376,2097,1,Home & Kitchen,740.86,927.67,927.67,0.101,833.98,740.86,Central,199.53,5,-106.41
503536,2026-04-16,14340,2211,2,Electronics,655.57,1085.47,1085.47,0.134,1880.03,1311.14,South,210.23,3,358.66
503537,2025-05-16,10675,2255,6,Furniture,257.54,527.76,527.76,0.058,2982.9,1545.24,South,43.36,6,1394.3
503538,2026-04-04,10103,2080,5,Office Supplies,371.32,714.51,714.51,0.042,3422.5,1856.6,Central,191.97,2,1373.93
503539,2025-12-25,12358,2179,15,Electronics,565.68,740.35,740.35,0.207,8806.46,8485.2,South,218.84,5,102.42
503540,2025-06-27,13994,2032,1,Office Supplies,203.42,286.75,286.75,0.04,275.28,203.42,East,185.31,6,-113.45
503541,2025-02-26,14028,2277,2,Office Supplies,193.4,263.45,263.45,0.095,476.84,386.8,East,233.07,9,-143.03
503542,2026-05-28,13709,2263,1,Electronics,528.25,745.17,745.17,0.252,557.39,528.25,East,423.76,2,-394.62
503543,2025-02-20,14213,2294,2,Electronics,397.44,785.8,785.8,0.148,1339.0,794.88,South,166.33,4,377.79
503544,2026-06-07,11496,2140,5,Furniture,188.91,267.07,267.07,0.026,1300.63,944.55,South,142.65,1,213.43
503545,2025-01-18,14859,2187,2,Office Supplies,449.09,831.27,831.27,0.029,1614.33,898.18,South,207.82,4,508.33
503546,2026-05-30,13393,2014,1,Furniture,858.29,1305.07,1305.07,0.077,1204.58,858.29,East,334.25,6,12.04
503547,2026-05-31,13507,2017,1,Electronics,375.75,469.69,469.69,0.294,331.6,375.75,Central,217.43,6,-261.58
503548,2025-08-21,12786,2151,2,Home & Kitchen,209.75,378.1,378.1,0.032,732.0,419.5,North,155.45,7,157.05
503549,2025-10-15,12235,2077,3,Furniture,728.22,938.82,938.82,0.01,2788.3,2184.66,North,189.21,7,414.43
503550,2025-11-24,13660,2020,3,Home & Kitchen,880.26,1249.23,1249.23,0.043,3586.54,2640.78,South,83.53,4,862.23
503551,2025-07-11,14881,2251,15,Electronics,655.61,987.46,987.46,0.233,11360.73,9834.15,East,212.28,6,1314.3
503552,2025-07-09,13733,2133,15,Sports,270.67,410.48,410.48,0.025,6003.27,4060.05,North,112.74,5,1830.48
503553,2025-01-02,14803,2134,3,Sports,286.44,520.3,520.3,0.014,1539.05,859.32,Central,124.3,5,555.43
503554,2025-02-17,14892,2131,5,Home & Kitchen,392.93,773.47,773.47,0.064,3619.84,1964.65,South,117.82,3,1537.37
503555,2026-04-24,14569,2181,6,Electronics,486.43,921.2,921.2,0.242,4189.62,2918.58,East,407.3,4,863.74
503556,2025-03-12,13526,2131,4,Home & Kitchen,392.93,773.47,773.47,0.039,2973.22,1571.72,North,90.93,3,1310.57
503557,2026-04-26,13518,2071,4,Electronics,844.59,1055.74,1055.74,0.216,3310.8,3378.36,North,157.17,5,-165.61
503558,2025-06-02,14778,2050,3,Office Supplies,538.06,766.21,766.21,0.101,2066.47,1614.18,South,133.84,4,318.45
503559,2025-01-22,14190,2110,2,Furniture,852.66,1272.39,1272.39,0.009,2521.88,1705.32,North,162.81,6,653.75
503560,2025-05-24,14832,2071,3,Electronics,844.59,1055.74,1055.74,0.143,2714.31,2533.77,Central,48.06,1,132.48
503561,2025-09-11,12530,2075,1,Sports,716.11,866.23,866.23,0.075,801.26,716.11,South,181.72,4,-96.57
503562,2026-06-13,11914,2021,2,Furniture,877.91,1503.13,1503.13,0.055,2840.92,1755.82,South,62.3,4,1022.8
503563,2026-04-11,12458,2093,1,Furniture,829.69,1306.21,1306.21,0.082,1199.1,829.69,East,449.03,5,-79.62
503564,2026-04-30,11151,2234,1,Furniture,486.43,962.76,962.76,0.076,889.59,486.43,East,284.71,4,118.45
503565,2025-06-15,13859,2294,4,Electronics,397.44,785.8,785.8,0.172,2602.57,1589.76,South,34.98,5,977.83
503566,2025-03-26,14138,2289,2,Office Supplies,695.21,1165.38,1165.38,0.098,2102.35,1390.42,West,126.48,5,585.45
503567,2026-01-14,14137,2122,10,Furniture,359.61,686.07,686.07,0.044,6558.83,3596.1,West,160.46,5,2802.27
503568,2025-10-09,11511,2059,2,Furniture,56.99,118.31,118.31,0.036,228.1,113.98,Central,168.42,6,-54.3
503569,2025-09-13,13971,2268,2,Home & Kitchen,376.6,677.72,677.72,0.044,1295.8,753.2,East,468.41,3,74.19
503570,2025-03-10,13916,2176,3,Clothing,392.7,598.48,598.48,0.036,1730.8,1178.1,East,361.5,6,191.2
503571,2026-02-09,13253,2106,4,Office Supplies,415.22,849.92,849.92,0.055,3212.7,1660.88,South,150.02,1,1401.8
503572,2025-12-24,13750,2195,3,Electronics,85.97,160.7,160.7,0.222,375.07,257.91,East,220.67,8,-103.51
503573,2025-10-17,10744,2038,4,Home & Kitchen,812.41,1339.67,1339.67,0.065,5010.37,3249.64,East,222.51,3,1538.22
503574,2026-01-27,12766,2034,4,Electronics,434.5,543.12,543.12,0.258,1611.98,1738.0,West,143.28,2,-269.3
503575,2025-07-01,13939,2132,3,Office Supplies,502.33,750.62,750.62,0.111,2001.9,1506.99,South,33.81,6,461.1
503576,2025-11-16,12512,2083,1,Furniture,311.56,396.24,396.24,0.08,364.54,311.56,East,280.57,4,-227.59
503577,2025-11-12,11074,2252,1,Office Supplies,352.75,549.91,549.91,0.055,519.66,352.75,East,248.86,5,-81.95
503578,2025-04-05,13218,2008,10,Sports,761.74,886.58,886.58,0.006,8812.61,7617.4,West,162.92,4,1032.29
503579,2025-12-06,14394,2113,1,Electronics,302.19,377.74,377.74,0.213,297.28,302.19,Central,129.83,4,-134.74
503580,2025-10-07,12193,2104,3,Clothing,178.5,320.23,320.23,0.066,897.28,535.5,West,109.55,1,252.23
503581,2025-11-24,10016,2084,1,Office Supplies,777.58,1059.55,1059.55,0.115,937.7,777.58,North,174.47,4,-14.35
503582,2026-01-13,13554,2264,1,Home & Kitchen,739.4,1147.87,1147.87,0.03,1113.43,739.4,East,393.74,5,-19.71
503583,2025-11-04,10107,2144,3,Office Supplies,280.16,569.69,569.69,0.011,1690.27,840.48,South,212.79,6,637.0
503584,2025-04-05,14315,2190,2,Home & Kitchen,710.2,1032.97,1032.97,0.07,1921.32,1420.4,East,207.7,2,293.22
503585,2025-04-26,12969,2056,4,Clothing,780.73,1501.15,1501.15,0.097,5422.15,3122.92,North,160.05,3,2139.18
