CustomerID,CustomerName,Gender,Age,Region,CustomerSegment,JoinDate
10928,Customer_10928,Female,35,West,Consumer,2024-07-25
10929,Customer_10929,Female,18,East,Consumer,2025-09-03
10930,Customer_10930,Male,52,South,Consumer,2023-05-20
10931,Customer_10931,Male,52,South,Consumer,2024-05-20
10932,Customer_10932,Female,48,South,Consumer,2022-07-09
10933,Customer_10933,Unknown,45,East,Consumer,2023-09-04
10934,Customer_10934,Female,56,South,Small Business,2025-12-05
10935,Customer_10935,Male,18,East,Consumer,2022-02-21
10936,Customer_10936,Male,42,North,Enterprise,2023-09-04
10937,Customer_10937,Male,60,Central,Consumer,2025-11-06
10938,Customer_10938,Female,55,North,Consumer,2023-01-09
10939,Customer_10939,Male,37,Central,Small Business,2023-01-10
10940,Customer_10940,Female,20,Central,Consumer,2023-01-24
10941,Customer_10941,Male,68,East,Consumer,2023-11-05
10942,Customer_10942,Female,19,West,Small Business,2024-03-14
10943,Customer_10943,Female,35,East,Consumer,2023-02-08
10944,Customer_10944,Female,61,East,Small Business,2023-08-16
10945,Customer_10945,Male,27,South,Enterprise,2024-01-02
10946,Customer_10946,Male,22,South,Consumer,2023-05-20
10947,Customer_10947,Male,26,East,Consumer,2022-03-24
10948,Customer_10948,Female,19,East,Consumer,2022-11-15
10949,Customer_10949,Female,51,East,Enterprise,2024-12-26
10950,Customer_10950,Female,55,South,Small Business,2023-02-18
10951,Customer_10951,Female,48,South,Enterprise,2023-03-29
10952,Customer_10952,Female,27,North,Consumer,2024-01-16
10953,Customer_10953,Male,67,North,Small Business,2022-07-17
10954,Customer_10954,Female,29,South,Consumer,2022-09-16
10955,Customer_10955,Male,53,North,Consumer,2022-10-25
10956,Customer_10956,Male,38,North,Enterprise,2025-07-27
10957,Customer_10957,Female,66,West,Consumer,2022-10-27
10958,Customer_10958,Male,64,North,Enterprise,2022-05-09
10959,Customer_10959,Male,23,West,Consumer,2023-05-13
10960,Customer_10960,Female,65,South,Small Business,2023-03-14
10961,Customer_10961,Male,66,Central,Consumer,2025-08-08
10962,Customer_10962,Female,20,East,Consumer,2022-07-26
10963,Customer_10963,Male,27,South,Consumer,2022-10-21
10964,Customer_10964,Male,22,East,Consumer,2022-01-29
10965,Customer_10965,Male,63,South,Consumer,2022-06-28
10966,Customer_10966,Male,43,East,Small Business,2022-02-10
10967,Customer_10967,Female,38,North,Consumer,2025-04-30
10968,Customer_10968,Male,62,Central,Consumer,2022-12-10
10969,Customer_10969,Female,43,East,Consumer,2024-03-26
10970,Customer_10970,Female,55,South,Consumer,2024-01-07
10971,Customer_10971,Female,61,West,Small Business,2023-09-18
10972,Customer_10972,Female,43,South,Small Business,2022-10-05
10973,Customer_10973,Female,25,West,Consumer,2025-10-10
10974,Customer_10974,Male,22,East,Consumer,2023-06-13
10975,Customer_10975,Male,32,West,Small Business,2022-03-27
10976,Customer_10976,Male,33,North,Consumer,2022-11-13
10977,Customer_10977,Female,18,West,Consumer,2023-11-24
10978,Customer_10978,Male,33,West,Consumer,2025-09-22
10979,Customer_10979,Female,54,South,Consumer,2024-05-12
10980,Customer_10980,Female,20,North,Consumer,2025-03-14
10981,Customer_10981,Male,69,South,Consumer,2022-11-11
10982,Customer_10982,Female,64,Central,Consumer,2022-08-13
10983,Customer_10983,Male,48,South,Consumer,2025-12-17
10984,Customer_10984,Male,30,East,Consumer,2024-12-13
10985,Customer_10985,Female,33,North,Consumer,2022-03-09
10986,Customer_10986,Female,60,South,Consumer,2025-09-19
10987,Customer_10987,Female,38,East,Consumer,2024-10-17
10988,Customer_10988,Male,19,Central,Enterprise,2025-01-05
10989,Customer_10989,Male,44,East,Consumer,2024-05-05
10990,Customer_10990,Female,55,West,Small Business,2025-03-24
10991,Customer_10991,Female,43,East,Consumer,2024-12-31
10992,Customer_10992,Female,55,North,Small Business,2025-10-14
10993,Customer_10993,Male,63,South,Consumer,2025-07-24
10994,Customer_10994,Female,42,East,Consumer,2024-06-01
10995,Customer_10995,Male,28,Central,Small Business,2025-08-29
10996,Customer_10996,Male,25,Central,Consumer,2025-02-02
10997,Customer_10997,Female,25,South,Small Business,2024-08-28
10998,Customer_10998,Male,50,South,Consumer,2025-01-23
10999,Customer_10999,Other,24,South,Enterprise,2025-05-27
11000,Customer_11000,Male,55,Central,Small Business,2025-02-25
11001,Customer_11001,Male,38,Central,Enterprise,2022-07-19
11002,Customer_11002,Female,25,West,Consumer,2022-11-28
11003,Customer_11003,Female,68,South,Consumer,2023-07-01
11004,Customer_11004,Female,38,East,Small Business,2025-08-08
11005,Customer_11005,Female,37,East,Small Business,2022-03-07
11006,Customer_11006,Female,25,South,Enterprise,2024-01-01
11007,Customer_11007,Female,63,East,Consumer,2023-07-22
11008,Customer_11008,Female,48,North,Small Business,2023-10-19
11009,Customer_11009,Male,67,North,Consumer,2023-02-08
11010,Customer_11010,Female,46,Central,Consumer,2023-09-10
11011,Customer_11011,Male,65,West,Consumer,2023-08-19
11012,Customer_11012,Unknown,26,East,Consumer,2023-10-10
11013,Customer_11013,Other,32,East,Enterprise,2022-05-26
11014,Customer_11014,Male,47,South,Consumer,2024-01-31
11015,Customer_11015,Female,43,West,Consumer,2025-11-26
11016,Customer_11016,Female,27,West,Consumer,2022-05-05
11017,Customer_11017,Male,46,West,Consumer,2025-09-17
11018,Customer_11018,Female,33,West,Consumer,2023-04-25
11019,Customer_11019,Female,53,South,Consumer,2024-09-28
11020,Customer_11020,Male,37,South,Consumer,2023-12-13
11021,Customer_11021,Female,62,East,Small Business,2023-12-16
11022,Customer_11022,Male,54,South,Enterprise,2025-11-22
11023,Customer_11023,Female,39,West,Consumer,2024-03-25
11024,Customer_11024,Unknown,24,South,Consumer,2024-11-19
11025,Customer_11025,Other,40,North,Consumer,2022-02-25
11026,Customer_11026,Female,58,South,Small Business,2022-05-12
11027,Customer_11027,Female,57,Central,Consumer,2022-08-19
11028,Customer_11028,Female,46,South,Consumer,2023-01-30
11029,Customer_11029,Male,33,East,Consumer,2025-03-21
11030,Customer_11030,Female,55,East,Enterprise,2024-09-08
11031,Customer_11031,Male,45,North,Consumer,2024-08-20
11032,Customer_11032,Female,65,East,Consumer,2024-07-21
11033,Customer_11033,Male,55,West,Enterprise,2025-11-10
11034,Customer_11034,Male,48,East,Small Business,2024-06-26
11035,Customer_11035,Male,31,Central,Small Business,2023-06-17
11036,Customer_11036,Female,50,South,Consumer,2024-08-22
11037,Customer_11037,Male,26,North,Enterprise,2023-03-24
11038,Customer_11038,Female,44,Central,Small Business,2022-05-06
11039,Customer_11039,Male,41,South,Small Business,2023-07-09
11040,Customer_11040,Male,30,East,Small Business,2023-11-25
11041,Customer_11041,Female,43,West,Small Business,2023-05-04
11042,Customer_11042,Female,46,South,Consumer,2023-09-04
11043,Customer_11043,Male,68,West,Consumer,2024-06-09
11044,Customer_11044,Female,66,North,Small Business,2023-03-22
11045,Customer_11045,Female,60,South,Consumer,2025-10-04
11046,Customer_11046,Female,45,North,Consumer,2023-05-23
11047,Customer_11047,Male,45,West,Consumer,2023-04-02
11048,Customer_11048,Male,25,South,Small Business,2024-09-12
11049,Customer_11049,Female,40,West,Consumer,2023-01-20
11050,Customer_11050,Male,46,Central,Small Business,2023-12-13
11051,Customer_11051,Female,22,East,Consumer,2024-07-17
11052,Customer_11052,Female,59,East,Consumer,2025-02-12
11053,Customer_11053,Female,24,East,Consumer,2023-03-28
11054,Customer_11054,Female,59,South,Consumer,2023-10-16
11055,Customer_11055,Unknown,53,East,Consumer,2025-02-16
11056,Customer_11056,Male,58,East,Consumer,2025-01-21
11057,Customer_11057,Female,44,Central,Consumer,2023-06-05
11058,Customer_11058,Male,63,Central,Enterprise,2023-06-22
11059,Customer_11059,Female,19,Central,Consumer,2025-12-27
11060,Customer_11060,Female,42,Central,Small Business,2022-05-25
11061,Customer_11061,Female,26,East,Consumer,2024-12-27
11062,Customer_11062,Unknown,44,West,Consumer,2023-12-01
11063,Customer_11063,Female,18,Central,Consumer,2022-05-11
11064,Customer_11064,Male,40,South,Small Business,2024-01-03
11065,Customer_11065,Male,27,Central,Small Business,2025-07-28
11066,Customer_11066,Female,59,East,Small Business,2023-05-28
11067,Customer_11067,Male,69,East,Consumer,2023-10-02
11068,Customer_11068,Male,42,West,Small Business,2022-01-01
11069,Customer_11069,Male,20,Central,Consumer,2023-03-08
11070,Customer_11070,Male,23,South,Consumer,2023-01-26
11071,Customer_11071,Male,23,West,Consumer,2025-07-13
11072,Customer_11072,Male,19,East,Consumer,2023-02-03
11073,Customer_11073,Male,35,South,Consumer,2024-03-18
11074,Customer_11074,Male,40,West,Small Business,2025-07-03
11075,Customer_11075,Unknown,19,East,Consumer,2023-01-30
11076,Customer_11076,Male,29,West,Consumer,2024-08-09
11077,Customer_11077,Male,39,South,Consumer,2022-06-23
11078,Customer_11078,Female,54,East,Small Business,2024-12-04
11079,Customer_11079,Male,37,East,Consumer,2024-05-04
11080,Customer_11080,Other,56,East,Consumer,2025-03-10
11081,Customer_11081,Female,41,North,Small Business,2023-06-23
11082,Customer_11082,Male,65,Central,Consumer,2024-01-15
11083,Customer_11083,Male,37,East,Consumer,2023-12-22
11084,Customer_11084,Female,18,West,Consumer,2022-02-19
11085,Customer_11085,Other,18,East,Consumer,2024-12-20
11086,Customer_11086,Male,34,South,Small Business,2022-08-31
11087,Customer_11087,Female,18,East,Consumer,2025-07-16
11088,Customer_11088,Male,69,East,Consumer,2025-03-09
11089,Customer_11089,Unknown,62,East,Consumer,2025-03-26
11090,Customer_11090,Male,47,East,Consumer,2023-08-20
11091,Customer_11091,Other,58,East,Small Business,2022-10-03
11092,Customer_11092,Female,64,North,Consumer,2024-11-20
11093,Customer_11093,Female,20,East,Consumer,2022-01-08
11094,Customer_11094,Female,63,North,Small Business,2023-12-16
11095,Customer_11095,Male,28,North,Small Business,2022-02-02
11096,Customer_11096,Male,41,Central,Small Business,2024-03-20
11097,Customer_11097,Male,39,East,Consumer,2024-07-16
11098,Customer_11098,Male,61,West,Small Business,2024-05-11
11099,Customer_11099,Female,62,East,Consumer,2022-02-06
11100,Customer_11100,Male,43,Central,Consumer,2022-02-03
11101,Customer_11101,Male,30,East,Consumer,2023-03-31
11102,Customer_11102,Other,18,West,Small Business,2023-03-20
11103,Customer_11103,Female,41,South,Consumer,2025-06-14
11104,Customer_11104,Female,27,Central,Consumer,2022-07-31
11105,Customer_11105,Unknown,52,West,Consumer,2025-03-09
11106,Customer_11106,Male,41,Central,Consumer,2023-12-03
11107,Customer_11107,Male,45,North,Small Business,2023-08-31
11108,Customer_11108,Female,53,South,Consumer,2024-09-08
11109,Customer_11109,Female,33,South,Consumer,2022-12-27
11110,Customer_11110,Male,57,South,Small Business,2022-10-31
11111,Customer_11111,Female,33,Central,Consumer,2022-10-23
11112,Customer_11112,Male,34,North,Small Business,2022-06-01
11113,Customer_11113,Male,68,North,Small Business,2025-05-31
11114,Customer_11114,Female,32,South,Enterprise,2025-05-04
11115,Customer_11115,Female,33,North,Small Business,2023-08-23
11116,Customer_11116,Female,32,South,Consumer,2025-08-15
11117,Customer_11117,Male,51,West,Consumer,2022-07-30
11118,Customer_11118,Female,28,East,Consumer,2022-08-20
11119,Customer_11119,Male,18,North,Consumer,2024-05-19
11120,Customer_11120,Male,32,East,Consumer,2023-11-26
11121,Customer_11121,Female,43,East,Consumer,2023-01-02
11122,Customer_11122,Other,68,North,Small Business,2023-04-26
11123,Customer_11123,Female,21,West,Consumer,2023-07-26
11124,Customer_11124,Female,60,West,Consumer,2025-04-17
11125,Customer_11125,Female,22,West,Consumer,2024-07-18
11126,Customer_11126,Female,52,West,Consumer,2024-11-05
11127,Customer_11127,Male,30,North,Enterprise,2023-04-11
11128,Customer_11128,Male,27,Central,Consumer,2025-11-26
11129,Customer_11129,Male,28,West,Consumer,2022-10-21
11130,Customer_11130,Male,35,Central,Consumer,2022-06-20
11131,Customer_11131,Female,51,North,Consumer,2024-11-21
11132,Customer_11132,Female,56,Central,Consumer,2022-09-20
11133,Customer_11133,Male,58,West,Small Business,2025-05-23
11134,Customer_11134,Male,59,West,Consumer,2023-07-12
11135,Customer_11135,Female,67,North,Consumer,2022-07-08
11136,Customer_11136,Male,40,West,Consumer,2024-02-25
11137,Customer_11137,Female,24,Central,Small Business,2023-08-06
11138,Customer_11138,Female,56,West,Small Business,2024-09-28
11139,Customer_11139,Female,20,East,Consumer,2023-08-23
11140,Customer_11140,Female,29,Central,Consumer,2024-04-25
11141,Customer_11141,Female,24,East,Small Business,2025-07-08
11142,Customer_11142,Male,66,East,Small Business,2025-04-20
11143,Customer_11143,Female,43,East,Small Business,2022-12-08
11144,Customer_11144,Female,50,Central,Small Business,2024-08-11
11145,Customer_11145,Male,54,North,Consumer,2022-01-22
11146,Customer_11146,Female,65,East,Consumer,2025-01-02
11147,Customer_11147,Female,32,West,Small Business,2022-06-15
11148,Customer_11148,Female,19,West,Enterprise,2022-08-22
11149,Customer_11149,Female,58,East,Consumer,2025-10-30
11150,Customer_11150,Female,24,Central,Consumer,2025-12-27
11151,Customer_11151,Female,49,Central,Enterprise,2023-10-03
11152,Customer_11152,Female,21,North,Consumer,2025-09-19
11153,Customer_11153,Female,37,East,Small Business,2023-08-30
11154,Customer_11154,Female,67,North,Consumer,2023-06-24
11155,Customer_11155,Female,53,South,Consumer,2024-11-24
11156,Customer_11156,Female,49,East,Consumer,2025-06-08
11157,Customer_11157,Male,45,Central,Consumer,2022-11-14
11158,Customer_11158,Female,30,West,Consumer,2022-12-09
11159,Customer_11159,Female,18,North,Consumer,2025-12-24
11160,Customer_11160,Male,52,North,Small Business,2024-09-05
11161,Customer_11161,Female,65,East,Enterprise,2023-09-29
11162,Customer_11162,Male,47,East,Consumer,2022-03-20
11163,Customer_11163,Male,53,South,Consumer,2024-06-11
11164,Customer_11164,Female,42,Central,Consumer,2023-07-27
11165,Customer_11165,Male,33,Central,Consumer,2023-03-25
11166,Customer_11166,Female,36,East,Consumer,2022-10-09
11167,Customer_11167,Female,18,Central,Consumer,2023-11-06
11168,Customer_11168,Female,22,South,Consumer,2022-02-26
11169,Customer_11169,Male,68,West,Consumer,2022-07-10
11170,Customer_11170,Male,39,East,Consumer,2023-10-06
11171,Customer_11171,Female,41,North,Small Business,2022-02-11
11172,Customer_11172,Unknown,60,Central,Consumer,2025-04-11
11173,Customer_11173,Female,62,East,Small Business,2023-11-10
11174,Customer_11174,Male,69,West,Enterprise,2025-06-27
11175,Customer_11175,Female,54,South,Enterprise,2023-05-17
11176,Customer_11176,Female,53,North,Enterprise,2025-05-01
11177,Customer_11177,Female,53,North,Consumer,2024-02-29
11178,Customer_11178,Male,21,East,Consumer,2024-01-20
11179,Customer_11179,Female,53,West,Consumer,2024-01-12
11180,Customer_11180,Female,69,South,Small Business,2022-06-14
11181,Customer_11181,Other,35,West,Small Business,2024-01-25
11182,Customer_11182,Male,67,West,Small Business,2022-03-31
11183,Customer_11183,Female,33,West,Consumer,2024-09-13
11184,Customer_11184,Female,58,East,Small Business,2024-12-17
11185,Customer_11185,Male,35,Central,Consumer,2025-07-10
11186,Customer_11186,Female,39,East,Consumer,2023-10-10
11187,Customer_11187,Female,19,East,Small Business,2024-01-20
11188,Customer_11188,Male,38,North,Consumer,2024-03-29
11189,Customer_11189,Male,53,South,Enterprise,2022-08-31
11190,Customer_11190,Female,61,North,Consumer,2023-10-25
11191,Customer_11191,Male,56,East,Small Business,2024-05-07
11192,Customer_11192,Female,64,South,Consumer,2022-08-07
11193,Customer_11193,Male,56,South,Small Business,2022-01-09
11194,Customer_11194,Female,46,West,Small Business,2023-03-06
11195,Customer_11195,Male,43,South,Enterprise,2022-01-13
11196,Customer_11196,Female,38,South,Consumer,2024-06-25
11197,Customer_11197,Unknown,34,North,Enterprise,2024-08-27
11198,Customer_11198,Other,33,West,Consumer,2025-06-02
11199,Customer_11199,Female,48,North,Consumer,2023-11-21
11200,Customer_11200,Male,68,East,Consumer,2024-12-26
11201,Customer_11201,Female,26,East,Small Business,2023-11-08
11202,Customer_11202,Male,48,West,Consumer,2022-07-03
11203,Customer_11203,Male,31,East,Small Business,2024-10-01
11204,Customer_11204,Male,66,West,Small Business,2022-07-27
11205,Customer_11205,Female,54,North,Consumer,2023-06-12
11206,Customer_11206,Female,19,South,Enterprise,2025-08-16
11207,Customer_11207,Female,69,South,Consumer,2024-03-28
11208,Customer_11208,Male,65,North,Small Business,2024-09-29
11209,Customer_11209,Male,63,South,Consumer,2025-06-18
11210,Customer_11210,Unknown,31,South,Consumer,2023-03-31
11211,Customer_11211,Male,50,East,Consumer,2024-06-20
11212,Customer_11212,Male,52,West,Consumer,2022-09-01
11213,Customer_11213,Male,56,South,Consumer,2024-02-10
11214,Customer_11214,Female,64,West,Consumer,2022-08-26
11215,Customer_11215,Female,68,South,Consumer,2025-06-23
11216,Customer_11216,Male,37,South,Consumer,2022-12-11
11217,Customer_11217,Male,19,East,Consumer,2022-11-06
11218,Customer_11218,Female,68,North,Small Business,2025-07-31
11219,Customer_11219,Female,58,North,Consumer,2022-02-07
11220,Customer_11220,Male,36,East,Small Business,2022-02-01
11221,Customer_11221,Other,54,Central,Consumer,2025-06-20
11222,Customer_11222,Male,35,West,Small Business,2022-10-19
11223,Customer_11223,Male,33,North,Small Business,2022-10-19
11224,Customer_11224,Other,21,West,Consumer,2024-01-28
11225,Customer_11225,Male,29,West,Small Business,2025-11-06
11226,Customer_11226,Female,46,East,Consumer,2023-08-01
11227,Customer_11227,Male,24,West,Small Business,2025-03-07
11228,Customer_11228,Male,31,East,Small Business,2025-05-08
11229,Customer_11229,Unknown,29,South,Consumer,2025-09-20
11230,Customer_11230,Male,52,East,Small Business,2023-08-28
11231,Customer_11231,Female,22,East,Consumer,2023-03-23
11232,Customer_11232,Male,34,East,Consumer,2025-10-03
11233,Customer_11233,Male,59,East,Consumer,2022-10-05
11234,Customer_11234,Male,49,Central,Small Business,2024-09-20
11235,Customer_11235,Female,27,Central,Small Business,2023-06-16
11236,Customer_11236,Male,60,Central,Small Business,2025-11-23
11237,Customer_11237,Female,34,West,Consumer,2025-11-15
11238,Customer_11238,Female,22,Central,Consumer,2024-09-10
11239,Customer_11239,Other,62,North,Small Business,2023-08-25
11240,Customer_11240,Male,59,South,Consumer,2023-07-16
11241,Customer_11241,Female,26,East,Consumer,2024-10-30
11242,Customer_11242,Female,66,West,Consumer,2023-08-14
11243,Customer_11243,Female,50,East,Consumer,2022-02-28
11244,Customer_11244,Female,53,West,Consumer,2025-01-16
11245,Customer_11245,Female,53,North,Small Business,2023-04-04
11246,Customer_11246,Female,35,South,Consumer,2022-04-14
11247,Customer_11247,Male,26,West,Consumer,2024-04-10
11248,Customer_11248,Male,46,North,Consumer,2024-02-28
11249,Customer_11249,Female,67,South,Consumer,2022-04-14
11250,Customer_11250,Female,31,South,Consumer,2025-07-01
11251,Customer_11251,Female,42,South,Consumer,2024-01-12
11252,Customer_11252,Female,32,West,Small Business,2025-09-20
11253,Customer_11253,Male,23,South,Consumer,2022-10-28
11254,Customer_11254,Male,59,East,Small Business,2023-10-16
11255,Customer_11255,Female,46,North,Small Business,2023-07-09
11256,Customer_11256,Male,32,West,Consumer,2023-09-20
11257,Customer_11257,Male,46,South,Consumer,2025-09-26
11258,Customer_11258,Female,21,East,Small Business,2025-01-12
11259,Customer_11259,Male,35,West,Consumer,2024-07-17
11260,Customer_11260,Female,67,South,Consumer,2025-07-06
11261,Customer_11261,Male,66,Central,Consumer,2022-12-26
11262,Customer_11262,Female,61,East,Consumer,2022-03-28
11263,Customer_11263,Male,56,East,Consumer,2023-03-04
11264,Customer_11264,Male,33,North,Enterprise,2023-01-02
11265,Customer_11265,Male,28,Central,Small Business,2022-12-09
11266,Customer_11266,Male,31,West,Consumer,2022-12-13
11267,Customer_11267,Male,20,South,Consumer,2022-04-06
11268,Customer_11268,Female,68,South,Consumer,2025-07-02
11269,Customer_11269,Female,67,West,Consumer,2025-03-05
11270,Customer_11270,Male,59,West,Consumer,2025-06-25
11271,Customer_11271,Female,55,West,Consumer,2024-06-02
11272,Customer_11272,Female,62,East,Consumer,2023-05-01
11273,Customer_11273,Female,59,West,Consumer,2025-11-26
11274,Customer_11274,Male,35,South,Consumer,2023-08-27
11275,Customer_11275,Female,37,South,Enterprise,2023-02-16
11276,Customer_11276,Male,65,East,Consumer,2023-03-24
11277,Customer_11277,Male,42,Central,Enterprise,2022-09-04
11278,Customer_11278,Unknown,55,South,Consumer,2024-02-09
11279,Customer_11279,Male,30,East,Consumer,2023-11-30
11280,Customer_11280,Female,21,West,Consumer,2023-02-25
11281,Customer_11281,Female,31,East,Consumer,2022-05-04
11282,Customer_11282,Female,50,West,Consumer,2025-07-07
11283,Customer_11283,Female,45,West,Enterprise,2025-04-07
11284,Customer_11284,Male,69,North,Enterprise,2024-07-29
11285,Customer_11285,Male,54,Central,Consumer,2024-05-26
11286,Customer_11286,Female,25,West,Consumer,2025-02-08
11287,Customer_11287,Male,61,Central,Consumer,2025-08-06
11288,Customer_11288,Male,51,West,Consumer,2022-01-13
11289,Customer_11289,Male,61,Central,Consumer,2025-07-10
11290,Customer_11290,Male,22,North,Consumer,2024-03-10
11291,Customer_11291,Male,22,South,Consumer,2024-11-12
11292,Customer_11292,Male,48,Central,Consumer,2024-08-02
11293,Customer_11293,Female,62,South,Consumer,2022-07-19
11294,Customer_11294,Female,26,North,Consumer,2025-06-19
11295,Customer_11295,Female,59,West,Consumer,2025-06-16
11296,Customer_11296,Male,49,West,Enterprise,2022-10-30
11297,Customer_11297,Male,50,North,Consumer,2025-04-03
11298,Customer_11298,Male,20,Central,Small Business,2024-01-08
11299,Customer_11299,Female,47,West,Small Business,2022-06-25
11300,Customer_11300,Female,67,East,Enterprise,2024-11-18
11301,Customer_11301,Male,29,West,Small Business,2023-11-08
11302,Customer_11302,Female,46,East,Small Business,2023-06-19
11303,Customer_11303,Male,20,North,Small Business,2025-08-10
11304,Customer_11304,Female,43,South,Consumer,2023-04-22
11305,Customer_11305,Female,47,East,Consumer,2023-01-18
11306,Customer_11306,Female,26,East,Enterprise,2023-07-10
11307,Customer_11307,Female,43,West,Small Business,2025-08-12
11308,Customer_11308,Female,19,West,Enterprise,2022-11-30
11309,Customer_11309,Male,20,East,Small Business,2025-06-25
11310,Customer_11310,Female,63,West,Small Business,2025-06-18
11311,Customer_11311,Male,21,North,Small Business,2025-02-03
11312,Customer_11312,Female,42,North,Small Business,2024-06-16
11313,Customer_11313,Female,68,Central,Consumer,2024-07-19
11314,Customer_11314,Female,30,North,Enterprise,2023-11-16
11315,Customer_11315,Male,56,South,Small Business,2023-07-15
11316,Customer_11316,Female,61,West,Small Business,2022-05-03
11317,Customer_11317,Female,52,East,Small Business,2024-11-24
11318,Customer_11318,Female,40,Central,Consumer,2023-09-10
11319,Customer_11319,Male,26,South,Consumer,2024-09-14
11320,Customer_11320,Male,19,North,Enterprise,2024-04-19
11321,Customer_11321,Male,58,South,Consumer,2023-02-20
11322,Customer_11322,Male,61,East,Consumer,2023-12-09
11323,Customer_11323,Female,48,South,Consumer,2023-09-29
11324,Customer_11324,Male,61,East,Small Business,2025-09-12
11325,Customer_11325,Unknown,64,Central,Small Business,2025-08-11
11326,Customer_11326,Male,19,Central,Small Business,2025-12-26
11327,Customer_11327,Male,49,South,Consumer,2022-12-13
11328,Customer_11328,Female,35,East,Consumer,2022-02-06
11329,Customer_11329,Female,30,East,Consumer,2023-05-27
11330,Customer_11330,Female,63,Central,Consumer,2024-04-28
11331,Customer_11331,Female,22,Central,Small Business,2023-06-19
11332,Customer_11332,Female,59,South,Consumer,2024-06-28
11333,Customer_11333,Male,61,West,Consumer,2024-02-12
11334,Customer_11334,Unknown,27,South,Consumer,2023-10-26
11335,Customer_11335,Unknown,60,North,Consumer,2024-11-07
11336,Customer_11336,Female,42,North,Enterprise,2022-01-27
11337,Customer_11337,Male,51,East,Consumer,2023-06-20
11338,Customer_11338,Female,54,East,Small Business,2024-11-18
11339,Customer_11339,Male,47,North,Consumer,2024-10-04
11340,Customer_11340,Male,24,West,Consumer,2023-10-20
11341,Customer_11341,Male,23,South,Consumer,2023-10-02
11342,Customer_11342,Male,20,East,Consumer,2025-02-14
11343,Customer_11343,Female,30,South,Small Business,2025-03-01
11344,Customer_11344,Female,20,North,Consumer,2025-08-05
11345,Customer_11345,Female,43,East,Consumer,2025-06-13
11346,Customer_11346,Male,41,South,Consumer,2022-02-11
11347,Customer_11347,Male,23,East,Consumer,2025-03-29
11348,Customer_11348,Male,60,North,Small Business,2025-02-22
11349,Customer_11349,Unknown,66,East,Consumer,2025-07-07
11350,Customer_11350,Male,59,North,Consumer,2025-07-23
11351,Customer_11351,Female,29,West,Small Business,2022-08-01
11352,Customer_11352,Female,66,West,Consumer,2024-04-15
11353,Customer_11353,Male,53,North,Consumer,2023-12-03
11354,Customer_11354,Female,19,East,Consumer,2025-12-25
11355,Customer_11355,Female,28,North,Consumer,2022-03-21
11356,Customer_11356,Female,56,East,Small Business,2024-08-12
11357,Customer_11357,Female,51,South,Consumer,2025-06-05
11358,Customer_11358,Male,43,East,Enterprise,2024-06-20
11359,Customer_11359,Male,35,East,Consumer,2025-01-23
11360,Customer_11360,Female,38,Central,Enterprise,2023-02-28
11361,Customer_11361,Female,53,East,Consumer,2024-07-07
11362,Customer_11362,Male,57,East,Small Business,2023-05-31
11363,Customer_11363,Female,69,East,Consumer,2022-06-14
11364,Customer_11364,Female,63,Central,Consumer,2025-12-20
11365,Customer_11365,Female,61,West,Small Business,2024-09-23
11366,Customer_11366,Male,39,South,Small Business,2024-09-19
11367,Customer_11367,Female,47,West,Consumer,2024-06-11
11368,Customer_11368,Female,67,East,Consumer,2024-10-12
11369,Customer_11369,Male,60,West,Consumer,2024-12-01
11370,Customer_11370,Male,47,West,Enterprise,2024-01-11
11371,Customer_11371,Unknown,25,North,Small Business,2025-11-27
11372,Customer_11372,Male,51,West,Consumer,2024-01-25
11373,Customer_11373,Female,64,South,Small Business,2023-02-20
11374,Customer_11374,Female,26,South,Enterprise,2025-08-16
11375,Customer_11375,Male,68,South,Consumer,2024-12-14
11376,Customer_11376,Female,37,West,Small Business,2022-12-02
11377,Customer_11377,Male,57,South,Consumer,2024-05-30
11378,Customer_11378,Female,42,North,Small Business,2025-12-24
11379,Customer_11379,Male,36,West,Consumer,2024-08-29
11380,Customer_11380,Female,22,North,Consumer,2023-11-16
11381,Customer_11381,Male,28,North,Consumer,2025-09-19
11382,Customer_11382,Male,32,South,Consumer,2024-01-11
11383,Customer_11383,Other,25,South,Small Business,2025-11-30
11384,Customer_11384,Male,36,East,Consumer,2022-01-30
11385,Customer_11385,Female,40,North,Consumer,2023-07-29
11386,Customer_11386,Male,44,Central,Small Business,2022-08-09
11387,Customer_11387,Female,57,West,Consumer,2024-04-06
11388,Customer_11388,Male,49,South,Consumer,2023-08-17
11389,Customer_11389,Other,43,South,Enterprise,2024-01-24
11390,Customer_11390,Male,44,East,Small Business,2025-06-30
11391,Customer_11391,Male,36,East,Consumer,2025-09-06
11392,Customer_11392,Male,67,North,Consumer,2024-11-28
11393,Customer_11393,Male,59,North,Enterprise,2024-10-17
11394,Customer_11394,Female,46,Central,Consumer,2025-12-05
11395,Customer_11395,Male,56,South,Consumer,2025-12-06
11396,Customer_11396,Female,58,South,Consumer,2023-05-07
11397,Customer_11397,Male,50,Central,Consumer,2023-03-14
11398,Customer_11398,Male,36,West,Small Business,2023-04-24
11399,Customer_11399,Female,54,South,Small Business,2024-02-22
11400,Customer_11400,Female,36,West,Enterprise,2024-08-06
11401,Customer_11401,Male,50,North,Small Business,2024-10-04
11402,Customer_11402,Male,64,West,Consumer,2022-03-13
11403,Customer_11403,Male,33,East,Consumer,2023-08-05
