ProductID,InventoryDate,StockReceived,StockSold,ClosingStock
2139,2026-04-01,292,68,1222
2139,2026-05-01,136,104,1254
2139,2026-06-01,24,109,1169
2140,2026-01-01,186,168,1455
2140,2026-02-01,222,101,1576
2140,2026-03-01,249,37,1788
2140,2026-04-01,183,69,1902
2140,2026-05-01,217,154,1965
2140,2026-06-01,121,164,1922
2141,2026-01-01,64,141,2110
2141,2026-02-01,178,43,2245
2141,2026-03-01,245,122,2368
2141,2026-04-01,191,148,2411
2141,2026-05-01,72,118,2365
2141,2026-06-01,39,9,2395
2142,2026-01-01,288,39,541
2142,2026-02-01,258,97,702
2142,2026-03-01,249,3,948
2142,2026-04-01,101,83,966
2142,2026-05-01,108,128,946
2142,2026-06-01,167,122,991
2143,2026-01-01,34,36,1427
2143,2026-02-01,125,104,1448
2143,2026-03-01,275,71,1652
2143,2026-04-01,52,151,1553
2143,2026-05-01,225,8,1770
2143,2026-06-01,297,65,2002
2144,2026-01-01,9,60,826
2144,2026-02-01,238,102,962
2144,2026-03-01,52,132,882
2144,2026-04-01,218,42,1058
2144,2026-05-01,96,49,1105
2144,2026-06-01,145,31,1219
2145,2026-01-01,273,42,2161
2145,2026-02-01,62,52,2171
2145,2026-03-01,251,150,2272
2145,2026-04-01,273,99,2446
2145,2026-05-01,53,159,2340
2145,2026-06-01,92,17,2415
2146,2026-01-01,274,145,2106
2146,2026-02-01,114,57,2163
2146,2026-03-01,80,37,2206
2146,2026-04-01,125,79,2252
2146,2026-05-01,53,113,2192
2146,2026-06-01,238,120,2310
2147,2026-01-01,33,145,168
2147,2026-02-01,124,80,212
2147,2026-03-01,207,37,382
2147,2026-04-01,17,142,257
2147,2026-05-01,79,75,261
2147,2026-06-01,70,155,176
2148,2026-01-01,86,12,1446
2148,2026-02-01,220,99,1567
2148,2026-03-01,23,27,1563
2148,2026-04-01,233,78,1718
2148,2026-05-01,220,35,1903
2148,2026-06-01,291,169,2025
2149,2026-01-01,14,12,1169
2149,2026-02-01,146,167,1148
2149,2026-03-01,70,6,1212
2149,2026-04-01,111,164,1159
2149,2026-05-01,21,106,1074
2149,2026-06-01,295,47,1322
2150,2026-01-01,120,90,1549
2150,2026-02-01,224,42,1731
2150,2026-03-01,58,162,1627
2150,2026-04-01,78,157,1548
2150,2026-05-01,133,77,1604
2150,2026-06-01,45,157,1492
2151,2026-01-01,21,112,206
2151,2026-02-01,298,150,354
2151,2026-03-01,278,152,480
2151,2026-04-01,215,128,567
2151,2026-05-01,127,18,676
2151,2026-06-01,209,8,877
2152,2026-01-01,235,107,2288
2152,2026-02-01,12,156,2144
2152,2026-03-01,61,65,2140
2152,2026-04-01,24,173,1991
2152,2026-05-01,38,12,2017
2152,2026-06-01,214,32,2199
2153,2026-01-01,201,122,921
2153,2026-02-01,229,90,1060
2153,2026-03-01,21,73,1008
2153,2026-04-01,31,121,918
2153,2026-05-01,263,124,1057
2153,2026-06-01,143,159,1041
2154,2026-01-01,251,105,2341
2154,2026-02-01,146,178,2309
2154,2026-03-01,190,143,2356
2154,2026-04-01,188,50,2494
2154,2026-05-01,216,151,2559
2154,2026-06-01,285,149,2695
2155,2026-01-01,236,111,676
2155,2026-02-01,193,114,755
2155,2026-03-01,265,94,926
2155,2026-04-01,162,117,971
2155,2026-05-01,60,163,868
2155,2026-06-01,285,136,1017
2156,2026-01-01,42,99,129
2156,2026-02-01,187,86,230
2156,2026-03-01,58,35,253
2156,2026-04-01,182,0,435
2156,2026-05-01,21,173,283
2156,2026-06-01,139,71,351
2157,2026-01-01,92,52,890
2157,2026-02-01,232,86,1036
2157,2026-03-01,32,3,1065
2157,2026-04-01,150,164,1051
2157,2026-05-01,154,155,1050
2157,2026-06-01,265,34,1281
2158,2026-01-01,85,134,206
2158,2026-02-01,167,117,256
2158,2026-03-01,221,75,402
2158,2026-04-01,262,35,629
2158,2026-05-01,117,162,584
2158,2026-06-01,6,24,566
2159,2026-01-01,25,29,1071
2159,2026-02-01,138,50,1159
2159,2026-03-01,252,174,1237
2159,2026-04-01,283,140,1380
2159,2026-05-01,255,121,1514
2159,2026-06-01,84,44,1554
2160,2026-01-01,168,95,1347
2160,2026-02-01,191,5,1533
2160,2026-03-01,203,164,1572
2160,2026-04-01,154,67,1659
2160,2026-05-01,3,91,1571
2160,2026-06-01,129,30,1670
2161,2026-01-01,37,47,200
2161,2026-02-01,16,106,110
2161,2026-03-01,154,85,179
2161,2026-04-01,132,60,251
2161,2026-05-01,204,121,334
2161,2026-06-01,126,139,321
2162,2026-01-01,97,48,681
2162,2026-02-01,48,161,568
2162,2026-03-01,85,36,617
2162,2026-04-01,94,148,563
2162,2026-05-01,2,59,506
2162,2026-06-01,196,57,645
2163,2026-01-01,49,165,1435
2163,2026-02-01,202,126,1511
2163,2026-03-01,184,50,1645
2163,2026-04-01,61,171,1535
2163,2026-05-01,28,58,1505
2163,2026-06-01,55,21,1539
2164,2026-01-01,105,62,2365
2164,2026-02-01,183,174,2374
2164,2026-03-01,213,32,2555
2164,2026-04-01,258,169,2644
2164,2026-05-01,89,162,2571
2164,2026-06-01,158,131,2598
2165,2026-01-01,171,42,1872
2165,2026-02-01,288,112,2048
2165,2026-03-01,21,128,1941
2165,2026-04-01,99,146,1894
2165,2026-05-01,63,8,1949
2165,2026-06-01,91,137,1903
2166,2026-01-01,97,79,1010
2166,2026-02-01,134,8,1136
2166,2026-03-01,182,74,1244
2166,2026-04-01,28,78,1194
2166,2026-05-01,231,50,1375
2166,2026-06-01,160,143,1392
2167,2026-01-01,100,164,604
2167,2026-02-01,266,162,708
2167,2026-03-01,181,112,777
2167,2026-04-01,224,92,909
2167,2026-05-01,210,161,958
2167,2026-06-01,32,66,924
2168,2026-01-01,68,169,24
2168,2026-02-01,157,115,66
2168,2026-03-01,200,127,139
2168,2026-04-01,138,156,121
2168,2026-05-01,157,11,267
2168,2026-06-01,138,165,240
2169,2026-01-01,76,155,1545
2169,2026-02-01,132,129,1548
2169,2026-03-01,164,43,1669
2169,2026-04-01,64,137,1596
2169,2026-05-01,0,4,1592
2169,2026-06-01,253,142,1703
2170,2026-01-01,226,96,341
2170,2026-02-01,61,48,354
2170,2026-03-01,152,129,377
2170,2026-04-01,262,152,487
2170,2026-05-01,136,123,500
2170,2026-06-01,52,28,524
2171,2026-01-01,46,116,952
2171,2026-02-01,219,161,1010
2171,2026-03-01,254,28,1236
2171,2026-04-01,84,57,1263
2171,2026-05-01,69,152,1180
2171,2026-06-01,50,154,1076
2172,2026-01-01,115,159,1277
2172,2026-02-01,8,112,1173
2172,2026-03-01,16,66,1123
2172,2026-04-01,24,88,1059
2172,2026-05-01,183,165,1077
2172,2026-06-01,144,37,1184
2173,2026-01-01,175,71,1691
2173,2026-02-01,207,76,1822
2173,2026-03-01,132,116,1838
2173,2026-04-01,8,32,1814
2173,2026-05-01,240,79,1975
2173,2026-06-01,90,85,1980
2174,2026-01-01,299,57,2484
2174,2026-02-01,58,166,2376
2174,2026-03-01,282,36,2622
2174,2026-04-01,121,177,2566
2174,2026-05-01,286,22,2830
2174,2026-06-01,154,19,2965
2175,2026-01-01,229,94,1948
2175,2026-02-01,294,86,2156
2175,2026-03-01,216,99,2273
2175,2026-04-01,143,115,2301
2175,2026-05-01,216,139,2378
2175,2026-06-01,117,173,2322
2176,2026-01-01,273,122,805
2176,2026-02-01,29,149,685
2176,2026-03-01,191,162,714
2176,2026-04-01,158,67,805
2176,2026-05-01,80,41,844
2176,2026-06-01,218,49,1013
2177,2026-01-01,273,167,210
2177,2026-02-01,108,50,268
2177,2026-03-01,211,97,382
2177,2026-04-01,85,88,379
2177,2026-05-01,129,130,378
2177,2026-06-01,176,73,481
2178,2026-01-01,247,0,2278
2178,2026-02-01,140,44,2374
2178,2026-03-01,83,136,2321
2178,2026-04-01,103,136,2288
2178,2026-05-01,256,51,2493
2178,2026-06-01,7,22,2478
2179,2026-01-01,175,60,862
2179,2026-02-01,212,118,956
2179,2026-03-01,12,15,953
2179,2026-04-01,221,90,1084
2179,2026-05-01,243,42,1285
2179,2026-06-01,291,79,1497
2180,2026-01-01,271,74,1277
2180,2026-02-01,259,76,1460
2180,2026-03-01,138,16,1582
2180,2026-04-01,58,36,1604
2180,2026-05-01,92,48,1648
2180,2026-06-01,111,172,1587
2181,2026-01-01,183,42,1848
2181,2026-02-01,56,50,1854
2181,2026-03-01,233,94,1993
2181,2026-04-01,132,168,1957
2181,2026-05-01,275,165,2067
2181,2026-06-01,200,137,2130
2182,2026-01-01,109,98,1630
2182,2026-02-01,198,104,1724
2182,2026-03-01,217,130,1811
2182,2026-04-01,95,174,1732
2182,2026-05-01,270,92,1910
2182,2026-06-01,92,3,1999
2183,2026-01-01,294,0,383
2183,2026-02-01,159,45,497
2183,2026-03-01,105,87,515
2183,2026-04-01,283,153,645
2183,2026-05-01,292,9,928
2183,2026-06-01,170,100,998
2184,2026-01-01,143,68,248
2184,2026-02-01,109,77,280
2184,2026-03-01,108,46,342
2184,2026-04-01,52,96,298
2184,2026-05-01,239,169,368
2184,2026-06-01,132,28,472
2185,2026-01-01,149,142,1488
2185,2026-02-01,240,126,1602
2185,2026-03-01,32,12,1622
2185,2026-04-01,297,176,1743
2185,2026-05-01,206,42,1907
2185,2026-06-01,89,29,1967
2186,2026-01-01,46,26,2358
2186,2026-02-01,88,177,2269
2186,2026-03-01,141,91,2319
2186,2026-04-01,64,88,2295
2186,2026-05-01,72,75,2292
2186,2026-06-01,26,1,2317
2187,2026-01-01,24,70,1993
2187,2026-02-01,109,48,2054
2187,2026-03-01,122,17,2159
2187,2026-04-01,246,119,2286
2187,2026-05-01,33,71,2248
2187,2026-06-01,13,133,2128
2188,2026-01-01,292,64,1345
2188,2026-02-01,233,103,1475
2188,2026-03-01,62,25,1512
2188,2026-04-01,169,179,1502
2188,2026-05-01,1,82,1421
2188,2026-06-01,103,130,1394
2189,2026-01-01,57,74,573
2189,2026-02-01,24,29,568
2189,2026-03-01,267,39,796
2189,2026-04-01,262,12,1046
2189,2026-05-01,104,121,1029
2189,2026-06-01,269,51,1247
2190,2026-01-01,105,156,117
2190,2026-02-01,297,104,310
2190,2026-03-01,116,152,274
2190,2026-04-01,292,59,507
2190,2026-05-01,122,145,484
2190,2026-06-01,93,10,567
2191,2026-01-01,35,174,1938
2191,2026-02-01,108,139,1907
2191,2026-03-01,30,97,1840
2191,2026-04-01,85,19,1906
2191,2026-05-01,249,109,2046
2191,2026-06-01,146,158,2034
2192,2026-01-01,28,77,2080
2192,2026-02-01,83,140,2023
2192,2026-03-01,299,91,2231
2192,2026-04-01,181,119,2293
2192,2026-05-01,94,123,2264
2192,2026-06-01,116,103,2277
2193,2026-01-01,142,46,1527
2193,2026-02-01,49,28,1548
2193,2026-03-01,248,69,1727
2193,2026-04-01,4,93,1638
2193,2026-05-01,52,136,1554
2193,2026-06-01,39,72,1521
2194,2026-01-01,245,83,2100
2194,2026-02-01,112,72,2140
2194,2026-03-01,60,87,2113
2194,2026-04-01,149,44,2218
2194,2026-05-01,297,148,2367
2194,2026-06-01,183,74,2476
2195,2026-01-01,99,101,791
2195,2026-02-01,165,174,782
2195,2026-03-01,93,99,776
2195,2026-04-01,66,85,757
2195,2026-05-01,253,74,936
2195,2026-06-01,140,32,1044
2196,2026-01-01,199,2,1970
2196,2026-02-01,144,47,2067
2196,2026-03-01,295,44,2318
2196,2026-04-01,100,66,2352
2196,2026-05-01,78,158,2272
2196,2026-06-01,149,108,2313
2197,2026-01-01,38,59,1870
2197,2026-02-01,151,66,1955
2197,2026-03-01,112,89,1978
2197,2026-04-01,130,49,2059
2197,2026-05-01,47,122,1984
2197,2026-06-01,150,78,2056
2198,2026-01-01,11,44,1560
2198,2026-02-01,10,113,1457
2198,2026-03-01,282,157,1582
2198,2026-04-01,66,84,1564
2198,2026-05-01,202,78,1688
2198,2026-06-01,7,137,1558
2199,2026-01-01,144,62,1814
2199,2026-02-01,219,56,1977
2199,2026-03-01,87,154,1910
2199,2026-04-01,298,105,2103
2199,2026-05-01,123,21,2205
2199,2026-06-01,286,124,2367
2200,2026-01-01,14,30,1348
2200,2026-02-01,108,44,1412
2200,2026-03-01,251,74,1589
2200,2026-04-01,113,8,1694
2200,2026-05-01,257,52,1899
2200,2026-06-01,128,21,2006
2201,2026-01-01,223,58,1291
2201,2026-02-01,197,135,1353
2201,2026-03-01,283,2,1634
2201,2026-04-01,99,151,1582
2201,2026-05-01,247,175,1654
2201,2026-06-01,213,78,1789
2202,2026-01-01,20,175,0
2202,2026-02-01,78,172,0
2202,2026-03-01,31,10,21
2202,2026-04-01,202,102,121
2202,2026-05-01,183,61,243
2202,2026-06-01,44,79,208
2203,2026-01-01,231,138,2529
2203,2026-02-01,179,100,2608
2203,2026-03-01,230,151,2687
2203,2026-04-01,270,43,2914
2203,2026-05-01,39,69,2884
2203,2026-06-01,2,113,2773
2204,2026-01-01,256,81,1886
2204,2026-02-01,89,65,1910
2204,2026-03-01,59,154,1815
2204,2026-04-01,158,16,1957
2204,2026-05-01,287,59,2185
2204,2026-06-01,87,103,2169
2205,2026-01-01,44,131,515
2205,2026-02-01,227,121,621
2205,2026-03-01,190,64,747
2205,2026-04-01,189,49,887
2205,2026-05-01,118,37,968
2205,2026-06-01,177,149,996
2206,2026-01-01,150,43,381
2206,2026-02-01,41,90,332
2206,2026-03-01,66,23,375
2206,2026-04-01,154,111,418
2206,2026-05-01,74,3,489
2206,2026-06-01,163,107,545
2207,2026-01-01,268,37,811
2207,2026-02-01,186,118,879
2207,2026-03-01,150,162,867
2207,2026-04-01,213,33,1047
2207,2026-05-01,250,55,1242
2207,2026-06-01,204,11,1435
2208,2026-01-01,63,126,1372
2208,2026-02-01,192,151,1413
2208,2026-03-01,204,55,1562
2208,2026-04-01,206,59,1709
2208,2026-05-01,8,9,1708
2208,2026-06-01,238,154,1792
2209,2026-01-01,214,84,469
2209,2026-02-01,286,166,589
2209,2026-03-01,133,143,579
2209,2026-04-01,251,174,656
2209,2026-05-01,260,15,901
2209,2026-06-01,176,111,966
2210,2026-01-01,146,130,255
2210,2026-02-01,62,153,164
2210,2026-03-01,136,50,250
2210,2026-04-01,17,150,117
2210,2026-05-01,234,124,227
2210,2026-06-01,270,11,486
2211,2026-01-01,34,111,641
2211,2026-02-01,234,32,843
2211,2026-03-01,192,122,913
2211,2026-04-01,246,41,1118
2211,2026-05-01,171,97,1192
2211,2026-06-01,32,109,1115
2212,2026-01-01,260,35,1682
2212,2026-02-01,260,86,1856
2212,2026-03-01,174,126,1904
2212,2026-04-01,275,70,2109
2212,2026-05-01,24,82,2051
2212,2026-06-01,62,15,2098
2213,2026-01-01,119,99,71
2213,2026-02-01,260,127,204
2213,2026-03-01,246,16,434
2213,2026-04-01,282,140,576
2213,2026-05-01,240,79,737
2213,2026-06-01,228,131,834
2214,2026-01-01,9,95,648
2214,2026-02-01,69,178,539
2214,2026-03-01,37,3,573
2214,2026-04-01,22,129,466
2214,2026-05-01,116,20,562
2214,2026-06-01,48,160,450
2215,2026-01-01,282,135,1206
2215,2026-02-01,231,95,1342
2215,2026-03-01,49,81,1310
2215,2026-04-01,289,162,1437
2215,2026-05-01,275,160,1552
2215,2026-06-01,127,178,1501
2216,2026-01-01,245,164,509
2216,2026-02-01,39,21,527
2216,2026-03-01,147,73,601
2216,2026-04-01,205,55,751
2216,2026-05-01,9,112,648
2216,2026-06-01,91,109,630
2217,2026-01-01,24,170,2094
2217,2026-02-01,192,137,2149
2217,2026-03-01,184,179,2154
2217,2026-04-01,273,3,2424
2217,2026-05-01,256,91,2589
2217,2026-06-01,106,140,2555
2218,2026-01-01,55,171,839
2218,2026-02-01,220,22,1037
2218,2026-03-01,268,142,1163
2218,2026-04-01,193,89,1267
2218,2026-05-01,111,154,1224
2218,2026-06-01,250,153,1321
2219,2026-01-01,64,154,1057
2219,2026-02-01,102,22,1137
2219,2026-03-01,100,17,1220
2219,2026-04-01,264,122,1362
2219,2026-05-01,164,112,1414
2219,2026-06-01,238,139,1513
2220,2026-01-01,258,165,1453
2220,2026-02-01,88,49,1492
2220,2026-03-01,112,101,1503
2220,2026-04-01,121,137,1487
2220,2026-05-01,266,79,1674
2220,2026-06-01,164,178,1660
2221,2026-01-01,10,48,688
2221,2026-02-01,222,91,819
2221,2026-03-01,108,85,842
2221,2026-04-01,12,62,792
2221,2026-05-01,222,179,835
2221,2026-06-01,243,31,1047
2222,2026-01-01,15,58,759
2222,2026-02-01,149,87,821
2222,2026-03-01,64,84,801
2222,2026-04-01,100,108,793
2222,2026-05-01,55,136,712
2222,2026-06-01,203,18,897
2223,2026-01-01,10,120,1114
2223,2026-02-01,95,151,1058
2223,2026-03-01,54,153,959
2223,2026-04-01,169,92,1036
2223,2026-05-01,124,141,1019
2223,2026-06-01,73,39,1053
2224,2026-01-01,245,165,2279
2224,2026-02-01,11,142,2148
2224,2026-03-01,75,140,2083
2224,2026-04-01,282,106,2259
2224,2026-05-01,246,102,2403
2224,2026-06-01,92,87,2408
2225,2026-01-01,177,64,1311
2225,2026-02-01,56,121,1246
2225,2026-03-01,145,22,1369
2225,2026-04-01,153,90,1432
2225,2026-05-01,292,55,1669
2225,2026-06-01,1,56,1614
2226,2026-01-01,90,114,2402
2226,2026-02-01,169,54,2517
2226,2026-03-01,84,128,2473
2226,2026-04-01,156,171,2458
2226,2026-05-01,117,164,2411
2226,2026-06-01,41,59,2393
2227,2026-01-01,87,9,1356
2227,2026-02-01,41,32,1365
2227,2026-03-01,236,62,1539
2227,2026-04-01,7,39,1507
2227,2026-05-01,41,16,1532
2227,2026-06-01,113,140,1505
2228,2026-01-01,246,174,256
2228,2026-02-01,3,177,82
2228,2026-03-01,191,84,189
2228,2026-04-01,229,137,281
2228,2026-05-01,167,94,354
2228,2026-06-01,78,145,287
2229,2026-01-01,132,99,2527
2229,2026-02-01,17,135,2409
2229,2026-03-01,250,131,2528
2229,2026-04-01,208,144,2592
2229,2026-05-01,68,71,2589
2229,2026-06-01,240,26,2803
2230,2026-01-01,97,15,314
2230,2026-02-01,65,51,328
2230,2026-03-01,259,36,551
2230,2026-04-01,207,127,631
2230,2026-05-01,8,164,475
2230,2026-06-01,240,99,616
2231,2026-01-01,233,54,2147
2231,2026-02-01,68,68,2147
2231,2026-03-01,172,71,2248
2231,2026-04-01,74,125,2197
2231,2026-05-01,234,166,2265
2231,2026-06-01,123,45,2343
2232,2026-01-01,84,133,736
2232,2026-02-01,53,115,674
2232,2026-03-01,191,26,839
2232,2026-04-01,266,7,1098
2232,2026-05-01,214,167,1145
2232,2026-06-01,218,87,1276
2233,2026-01-01,250,52,2422
2233,2026-02-01,293,62,2653
2233,2026-03-01,99,73,2679
2233,2026-04-01,69,19,2729
2233,2026-05-01,33,124,2638
2233,2026-06-01,7,152,2493
2234,2026-01-01,2,58,1165
2234,2026-02-01,109,133,1141
2234,2026-03-01,9,106,1044
2234,2026-04-01,63,138,969
2234,2026-05-01,234,163,1040
2234,2026-06-01,269,94,1215
2235,2026-01-01,15,60,1794
2235,2026-02-01,129,136,1787
2235,2026-03-01,290,171,1906
2235,2026-04-01,70,50,1926
2235,2026-05-01,148,103,1971
2235,2026-06-01,282,165,2088
2236,2026-01-01,294,170,788
2236,2026-02-01,265,12,1041
2236,2026-03-01,281,46,1276
2236,2026-04-01,243,126,1393
2236,2026-05-01,168,39,1522
2236,2026-06-01,31,109,1444
2237,2026-01-01,18,95,1603
2237,2026-02-01,19,25,1597
2237,2026-03-01,264,131,1730
2237,2026-04-01,209,55,1884
2237,2026-05-01,39,129,1794
2237,2026-06-01,84,95,1783
2238,2026-01-01,260,50,2589
2238,2026-02-01,178,96,2671
2238,2026-03-01,42,65,2648
2238,2026-04-01,179,0,2827
2238,2026-05-01,81,65,2843
2238,2026-06-01,267,112,2998
2239,2026-01-01,196,38,2033
2239,2026-02-01,179,29,2183
2239,2026-03-01,149,93,2239
2239,2026-04-01,198,16,2421
2239,2026-05-01,186,133,2474
2239,2026-06-01,41,91,2424
2240,2026-01-01,211,174,183
2240,2026-02-01,175,126,232
2240,2026-03-01,179,90,321
2240,2026-04-01,117,135,303
2240,2026-05-01,272,125,450
2240,2026-06-01,138,175,413
2241,2026-01-01,177,49,524
2241,2026-02-01,270,59,735
2241,2026-03-01,28,69,694
2241,2026-04-01,243,5,932
2241,2026-05-01,125,23,1034
2241,2026-06-01,69,53,1050
2242,2026-01-01,191,132,303
2242,2026-02-01,166,7,462
2242,2026-03-01,286,46,702
2242,2026-04-01,181,40,843
2242,2026-05-01,113,158,798
2242,2026-06-01,28,77,749
2243,2026-01-01,43,81,478
2243,2026-02-01,109,82,505
2243,2026-03-01,27,50,482
2243,2026-04-01,150,166,466
2243,2026-05-01,171,7,630
2243,2026-06-01,213,62,781
2244,2026-01-01,78,58,2056
2244,2026-02-01,66,153,1969
2244,2026-03-01,20,24,1965
2244,2026-04-01,258,132,2091
2244,2026-05-01,43,137,1997
2244,2026-06-01,263,154,2106
2245,2026-01-01,132,123,501
2245,2026-02-01,189,108,582
2245,2026-03-01,173,135,620
2245,2026-04-01,150,102,668
2245,2026-05-01,19,2,685
2245,2026-06-01,145,123,707
2246,2026-01-01,151,172,1887
2246,2026-02-01,164,26,2025
2246,2026-03-01,203,14,2214
2246,2026-04-01,87,69,2232
2246,2026-05-01,99,19,2312
2246,2026-06-01,124,35,2401
2247,2026-01-01,189,40,1329
2247,2026-02-01,76,135,1270
2247,2026-03-01,101,154,1217
2247,2026-04-01,54,84,1187
2247,2026-05-01,67,101,1153
2247,2026-06-01,193,128,1218
2248,2026-01-01,283,33,486
2248,2026-02-01,289,142,633
2248,2026-03-01,276,153,756
2248,2026-04-01,57,130,683
2248,2026-05-01,201,75,809
2248,2026-06-01,154,33,930
2249,2026-01-01,11,112,114
2249,2026-02-01,236,34,316
2249,2026-03-01,115,141,290
2249,2026-04-01,239,98,431
2249,2026-05-01,14,92,353
2249,2026-06-01,17,46,324
2250,2026-01-01,18,48,2238
2250,2026-02-01,22,169,2091
2250,2026-03-01,122,29,2184
2250,2026-04-01,19,136,2067
2250,2026-05-01,195,163,2099
2250,2026-06-01,237,89,2247
2251,2026-01-01,118,147,356
2251,2026-02-01,233,2,587
2251,2026-03-01,184,125,646
2251,2026-04-01,127,108,665
2251,2026-05-01,73,49,689
2251,2026-06-01,293,28,954
2252,2026-01-01,233,114,1690
2252,2026-02-01,67,24,1733
2252,2026-03-01,132,147,1718
2252,2026-04-01,179,144,1753
2252,2026-05-01,263,40,1976
2252,2026-06-01,238,176,2038
2253,2026-01-01,21,47,2441
2253,2026-02-01,169,34,2576
2253,2026-03-01,201,47,2730
2253,2026-04-01,74,84,2720
2253,2026-05-01,295,149,2866
2253,2026-06-01,124,20,2970
2254,2026-01-01,60,115,1513
2254,2026-02-01,185,160,1538
2254,2026-03-01,253,148,1643
2254,2026-04-01,186,119,1710
2254,2026-05-01,187,47,1850
2254,2026-06-01,158,170,1838
2255,2026-01-01,112,24,321
2255,2026-02-01,167,123,365
2255,2026-03-01,156,168,353
2255,2026-04-01,94,79,368
2255,2026-05-01,223,58,533
2255,2026-06-01,214,107,640
2256,2026-01-01,102,90,2420
2256,2026-02-01,233,69,2584
2256,2026-03-01,66,166,2484
2256,2026-04-01,86,38,2532
2256,2026-05-01,130,0,2662
2256,2026-06-01,45,137,2570
2257,2026-01-01,23,142,19
2257,2026-02-01,196,166,49
2257,2026-03-01,209,99,159
2257,2026-04-01,165,168,156
2257,2026-05-01,141,158,139
2257,2026-06-01,43,132,50
2258,2026-01-01,141,54,1823
2258,2026-02-01,12,41,1794
2258,2026-03-01,282,112,1964
2258,2026-04-01,47,9,2002
2258,2026-05-01,194,80,2116
2258,2026-06-01,290,152,2254
2259,2026-01-01,87,154,794
2259,2026-02-01,35,102,727
2259,2026-03-01,185,130,782
2259,2026-04-01,107,109,780
2259,2026-05-01,295,56,1019
2259,2026-06-01,259,34,1244
2260,2026-01-01,122,72,1742
2260,2026-02-01,142,79,1805
2260,2026-03-01,152,152,1805
2260,2026-04-01,297,156,1946
2260,2026-05-01,73,161,1858
2260,2026-06-01,177,84,1951
2261,2026-01-01,261,55,1428
2261,2026-02-01,177,101,1504
2261,2026-03-01,110,179,1435
2261,2026-04-01,69,109,1395
2261,2026-05-01,153,8,1540
2261,2026-06-01,18,4,1554
2262,2026-01-01,189,113,1551
2262,2026-02-01,79,34,1596
2262,2026-03-01,275,136,1735
2262,2026-04-01,238,139,1834
2262,2026-05-01,99,86,1847
2262,2026-06-01,257,69,2035
2263,2026-01-01,122,177,1708
2263,2026-02-01,177,65,1820
2263,2026-03-01,58,164,1714
2263,2026-04-01,215,67,1862
2263,2026-05-01,135,123,1874
2263,2026-06-01,132,32,1974
2264,2026-01-01,183,11,1136
2264,2026-02-01,237,150,1223
2264,2026-03-01,135,155,1203
2264,2026-04-01,218,4,1417
2264,2026-05-01,216,50,1583
2264,2026-06-01,256,155,1684
2265,2026-01-01,220,153,2536
2265,2026-02-01,101,179,2458
2265,2026-03-01,254,165,2547
2265,2026-04-01,7,169,2385
2265,2026-05-01,261,168,2478
2265,2026-06-01,44,11,2511
2266,2026-01-01,146,2,729
2266,2026-02-01,16,136,609
2266,2026-03-01,278,163,724
2266,2026-04-01,7,162,569
2266,2026-05-01,46,80,535
2266,2026-06-01,217,1,751
2267,2026-01-01,16,151,2356
2267,2026-02-01,108,58,2406
2267,2026-03-01,181,109,2478
2267,2026-04-01,141,130,2489
2267,2026-05-01,239,92,2636
2267,2026-06-01,256,139,2753
2268,2026-01-01,30,52,115
2268,2026-02-01,181,129,167
2268,2026-03-01,216,103,280
2268,2026-04-01,48,93,235
2268,2026-05-01,23,106,152
2268,2026-06-01,109,100,161
2269,2026-01-01,164,2,549
2269,2026-02-01,3,83,469
2269,2026-03-01,102,65,506
2269,2026-04-01,264,18,752
2269,2026-05-01,120,141,731
2269,2026-06-01,119,41,809
2270,2026-01-01,37,120,1066
2270,2026-02-01,178,146,1098
2270,2026-03-01,224,136,1186
2270,2026-04-01,289,148,1327
2270,2026-05-01,94,52,1369
2270,2026-06-01,225,138,1456
2271,2026-01-01,227,35,2129
2271,2026-02-01,222,29,2322
2271,2026-03-01,20,14,2328
2271,2026-04-01,26,177,2177
2271,2026-05-01,135,87,2225
2271,2026-06-01,290,96,2419
2272,2026-01-01,22,77,2160
2272,2026-02-01,74,177,2057
2272,2026-03-01,276,123,2210
2272,2026-04-01,77,144,2143
2272,2026-05-01,133,20,2256
2272,2026-06-01,0,173,2083
2273,2026-01-01,188,150,1947
2273,2026-02-01,73,126,1894
2273,2026-03-01,244,57,2081
2273,2026-04-01,65,145,2001
2273,2026-05-01,287,161,2127
2273,2026-06-01,178,83,2222
2274,2026-01-01,82,9,2290
2274,2026-02-01,263,9,2544
2274,2026-03-01,69,82,2531
2274,2026-04-01,190,29,2692
2274,2026-05-01,21,96,2617
2274,2026-06-01,233,33,2817
2275,2026-01-01,272,112,995
2275,2026-02-01,62,116,941
2275,2026-03-01,285,5,1221
2275,2026-04-01,268,119,1370
2275,2026-05-01,86,142,1314
2275,2026-06-01,104,25,1393
2276,2026-01-01,163,129,2357
2276,2026-02-01,215,176,2396
2276,2026-03-01,54,178,2272
2276,2026-04-01,164,58,2378
2276,2026-05-01,262,92,2548
2276,2026-06-01,240,139,2649
2277,2026-01-01,17,67,2099
2277,2026-02-01,50,159,1990
2277,2026-03-01,162,161,1991
2277,2026-04-01,248,165,2074
2277,2026-05-01,73,40,2107
2277,2026-06-01,88,20,2175
2278,2026-01-01,202,157,2128
2278,2026-02-01,124,167,2085
2278,2026-03-01,134,126,2093
2278,2026-04-01,110,132,2071
2278,2026-05-01,285,61,2295
2278,2026-06-01,19,96,2218
2279,2026-01-01,147,82,985
